No Cámara,No Senado,Nombre proyecto,Tipo de ley,Autores,Estado,Comisión,Origen,Legislatura,Título,Autor,No de proyecto,Fecha de radicación,Tipo,Contenido,Objeto de proyecto,Observaciones,Fecha radicación Cámara,Fecha radicación Senado,url
241/2022C,,SALUD MENTAL,Ley Ordinaria,['Andrés Felipe Jiménez VargasNicolás Albeiro Echeverri Alvarán'],Archivado,Comisión Séptima Constitucional Permanente,Cámara,2022 - 2023,POR MEDIO DE LA CUAL SE MODIFICA LA LEY 1616 DE 2013,"['Nicolás Albeiro Echeverri Alvarán', 'Andrés Felipe Jiménez Vargas']",Cámara 241 2022C Senado,Cámara 2022 10 19 Senado,Ley Ordinaria,Gaceta N 1314 de 2022,La presente Ley tiene por objeto modificar algunos artículos de la Le 1616 de 2013 se crea el Sistema Nacional de Salud para que el Ministerio de Salud como órgano Rector del mismo cuente con elementos multisectoriales y multidisciplinarios que le permitan complementar las soluciones de Salud Mental en el territorio nacional Observaciones ARCHIVADO ART 190 LEY 5ta DE 1992 acumulado al P L 195 2022C con P L 236 2022C Primer debate cámara PONENTES Coordinador es Publicaciones Minsalud Gaceta N 327 de 2023 Departamento Administrativo para la Prosperidad Social Gaceta N 617 de 2023,ARCHIVADO ART 190 LEY 5ta DE 1992 acumulado al P L 195 2022C con P L 236 2022C Primer debate cámara PONENTES Coordinador es Publicaciones Minsalud Gaceta N 327 de 2023 Departamento Administrativo para la Prosperidad Social Gaceta N 617 de 2023,2022 10 19,,https://www.camara.gov.co/salud-mental-4
240/2022C,280/2023S,REFORMA LEY 397 DE1997,Ley Ordinaria,"['Ministra de Cultura - Patricia Elia Ariza Florez David Ricardo Racero Mayorca', ' Gabriel Becerra Yañez', ' Ermes Evelio Pete Vivas', ' Alirio Uribe Muñoz', ' Susana Gómez Castaño', ' Etna Tamara Argote Calderón', ' Cristóbal Caicedo Angulo', ' Luz María Múnera Medina', ' Leider Alexandra Vásquez Ochoa', ' Gabriel Ernesto Parrado Durán', ' Heraclito Landinez Suárez', ' Leyla Marleny Rincón Trujillo', ' Jorge Andrés Cancimance López', ' Mary Anne Andrea Perdomo', ' Gloria Elena Arizabaleta Corral', ' Dorina Hernández Palomino', ' Eduard Giovanny Sarmiento Hidalgo', ' Ingrid Johana Aguirre Juvinao', ' David Alejandro Toro Ramírez', ' Agmeth José Escaf Tijerino', ' María Fernanda Carrascal Rojas', ' Jorge Hernán Bastidas Rosero', ' Jorge Alejandro Ocampo Giraldo', ' Pedro José Súarez Vacca', ' José Alberto Tejada Echeverry', ' María del Mar Pizarro García', ' Alfredo Mondragón Garzón', ' Norman David Bañol Álvarez', ' Martha Lisbeth Alfonso Jurado', ' Santiago Osorio Marín', ' Jorge Eliécer Tamayo Marulanda', ' Luis Alberto Albán Urbano', ' Erick Adrián Velasco Burbano', ' Andrés David Calle Aguas', ' Elizabeth Jay-Pang Díaz', ' James Hermenegildo Mosquera Torres', ' Orlando Castillo Advincula', ' Pedro Baracutao García Ospina', ' Juan Carlos Lozada Vargas', ' Jairo Reinaldo Cala Suárez', ' Germán José Gómez LópezIván Cepeda Castro', ' Isabel Cristina Zuleta López', ' María José Pizarro Rodríguez', ' Julián Gallo Cubillos', ' Robert Daza Guevara', ' Pedro Hernando Flórez Porras', ' Sandra Yaneth Jaimes Cruz', ' Clara Eugenia López Obregón']",Ley,Comisión Sexta o de Transportes y Comunicaciones,Cámara,2022 - 2023,Por medio de la cual se reforma la ley 397 de 1997 se cambia la denominación del Ministerio de Cultura se modifica el término de economía naranja y se dictan otras disposiciones,"['Iván Cepeda Castro', 'Isabel Cristina Zuleta López', 'María José Pizarro Rodríguez', 'Julián Gallo Cubillos', 'Robert Daza Guevara', 'Pedro Hernando Flórez Porras', 'Sandra Yaneth Jaimes Cruz', 'Clara Eugenia López Obregón', 'David Ricardo Racero Mayorca', 'Gabriel Becerra Yañez', 'Ermes Evelio Pete Vivas', 'Alirio Uribe Muñoz', 'Susana Gómez Castaño', 'Etna Tamara Argote Calderón', 'Cristóbal Caicedo Angulo', 'Luz María Múnera Medina', 'Leider Alexandra Vásquez Ochoa', 'Gabriel Ernesto Parrado Durán', 'Heraclito Landinez Suárez', 'Leyla Marleny Rincón Trujillo', 'Jorge Andrés Cancimance López', 'Mary Anne Andrea Perdomo', 'Gloria Elena Arizabaleta Corral', 'Dorina Hernández Palomino', 'Eduard Giovanny Sarmiento Hidalgo', 'Ingrid Johana Aguirre Juvinao', 'David Alejandro Toro Ramírez', 'Agmeth José Escaf Tijerino', 'María Fernanda Carrascal Rojas', 'Jorge Hernán Bastidas Rosero', 'Jorge Alejandro Ocampo Giraldo', 'Pedro José Súarez Vacca', 'José Alberto Tejada Echeverry', 'María del Mar Pizarro García', 'Alfredo Mondragón Garzón', 'Norman David Bañol Álvarez', 'Martha Lisbeth Alfonso Jurado', 'Santiago Osorio Marín', 'Jorge Eliécer Tamayo Marulanda', 'Luis Alberto Albán Urbano', 'Erick Adrián Velasco Burbano', 'Andrés David Calle Aguas', 'Elizabeth Jay Pang Díaz', 'James Hermenegildo Mosquera Torres', 'Orlando Castillo Advincula', 'Pedro Baracutao García Ospina', 'Juan Carlos Lozada Vargas', 'Jairo Reinaldo Cala Suárez', 'Germán José Gómez López', 'Ministra de Cultura Patricia Elia Ariza Florez']",Cámara 240 2022C Senado 280 2023S,Cámara 2022 10 13 Senado,Ley Ordinaria,Gaceta N 1284 de 2022,La presente ley tiene por objeto cambiar la denominación del Ministerio de Cultura al Ministerio de las Culturas las Artes y los Saberes desde la concepción diversa y multicultural del pueblo colombiano reconocida por la Constitución Política Así mismo ampliar la concepción de las economías culturales y creativas antes limitadas a la denominación de economía naranja Observaciones LEY 2319 DEL 29 DE AGOSTO DE 2023 Primer debate cámara PONENTES Coordinador es H R Susana Gómez Castaño H R Susana Gómez Castaño H R Jaime Raúl Salamanca Torres Publicaciones Ponencia Primer Debate Gaceta No 1492 de 2022 Acta y Fecha de anuncio Comisión Acta 25	Fecha	29 11 22 Acta y Fecha de aprobación Comisión Acta 26	Fecha	30 11 22 Segundo debate cámara PONENTES Coordinador es H R Susana Gómez Castaño H R Susana Gómez Castaño H R Jaime Raúl Salamanca Torres Publicaciones Ponencia Segundo Debate Gaceta No 1614 de 2022 Acta y Fecha de aprobación Plenaria Acta 040 de 14 de diciembre de 2022 Proposiciones aprobadas en plenaria Texto Definitivo Plenaria Gaceta N 85 de 2023 Informe de conciliación Gaceta N 728 de 2023 Ver Documento Acta y Fecha aprobación Conciliación Acta 068 de 16 de junio de 2023 Primer debate senado PONENTES Coordinador es H S Sandra Yaneth Jaimes Cruz Publicaciones Ponencia Primer Debate Gaceta N 270 de 2023 Acta y Fecha de aprobación Comisión Acta	24 Fecha	18 04 23 Segundo debate senado PONENTES Coordinador es H S Sandra Yaneth Jaimes Cruz Publicaciones Ponencia Segundo Debate Gacata N 399 de 2023 Acta y fecha de anuncio Plenaria Acta	56 Fecha	13 06 23 Acta y Fecha de aprobación Plenaria Acta 57	Fecha	14 06 23 Acta y fecha anuncio de Conciliación Acta	59 Fecha	16 06 23 Acta y Fecha aprobación Conciliación Acta 60	Fecha	19 06 23,LEY 2319 DEL 29 DE AGOSTO DE 2023 Primer debate cámara PONENTES Coordinador es H R Susana Gómez Castaño H R Susana Gómez Castaño H R Jaime Raúl Salamanca Torres Publicaciones Ponencia Primer Debate Gaceta No 1492 de 2022 Acta y Fecha de anuncio Comisión Acta 25	Fecha	29 11 22 Acta y Fecha de aprobación Comisión Acta 26	Fecha	30 11 22 Segundo debate cámara PONENTES Coordinador es H R Susana Gómez Castaño H R Susana Gómez Castaño H R Jaime Raúl Salamanca Torres Publicaciones Ponencia Segundo Debate Gaceta No 1614 de 2022 Acta y Fecha de aprobación Plenaria Acta 040 de 14 de diciembre de 2022 Proposiciones aprobadas en plenaria Texto Definitivo Plenaria Gaceta N 85 de 2023 Informe de conciliación Gaceta N 728 de 2023 Ver Documento Acta y Fecha aprobación Conciliación Acta 068 de 16 de junio de 2023 Primer debate senado PONENTES Coordinador es H S Sandra Yaneth Jaimes Cruz Publicaciones Ponencia Primer Debate Gaceta N 270 de 2023 Acta y Fecha de aprobación Comisión Acta	24 Fecha	18 04 23 Segundo debate senado PONENTES Coordinador es H S Sandra Yaneth Jaimes Cruz Publicaciones Ponencia Segundo Debate Gacata N 399 de 2023 Acta y fecha de anuncio Plenaria Acta	56 Fecha	13 06 23 Acta y Fecha de aprobación Plenaria Acta 57	Fecha	14 06 23 Acta y fecha anuncio de Conciliación Acta	59 Fecha	16 06 23 Acta y Fecha aprobación Conciliación Acta 60	Fecha	19 06 23,2022 10 13,,https://www.camara.gov.co/reforma-ley-397-de1997
239/2022C,,PIVIJAY,Ley Ordinaria,['Sandra Milena Ramírez Caviedes'],Trámite a Senado,Comisión Segunda o de Relaciones Internacionales,Cámara,2022 - 2023,Por Medio De La Cual Se Reconoce Como Patrimonio Cultural Inmaterial De La Nación El Festival Provinciano De Acordeones Canción Inédita Y Piquería Del Municipio De Pivijay Magdalena y se Dictan Otras Disposiciones,['Sandra Milena Ramírez Caviedes'],Cámara 239 2022C Senado,Cámara 2022 10 12 Senado,Ley Ordinaria,Gaceta N 1284 de 2022,La presente Ley tiene como objetivo declarar patrimonio cultural inmaterial de la Nación el Festival Provinciano De Acordeones Canción Inédita y Piquería del municipio de Pivijay Magdalena Observaciones Primer debate cámara PONENTES Coordinador es H R Andrés David Calle Aguas H R Fernando David Niño Mendoza H R Gersel Luis Pérez Altamiranda Publicaciones Ponencia Primer Debate Gaceta N 1453 de 2022 Ver documento Acta y Fecha de anuncio Comisión Acta 12	Fecha	22 11 22 Acta y Fecha de aprobación Comisión Acta 13	Fecha	23 11 22 Texto Definitivo Comisión Ver Documento Segundo debate cámara PONENTES Coordinador es H R Mónica Karina Bocanegra Pantoja H R Jhoany Carlos Alberto Palacios Mosquera H R David Ricardo Racero Mayorca Publicaciones Ponencia Segundo Debate Gaceta N 1567 de 2022 Ver documento Proposiciones radicadas en plenaria Proposiciones aprobadas en plenaria Texto Definitivo Plenaria Gaceta N 391 de 2023 Primer debate senado PONENTES Coordinador es Publicaciones Ponencia Primer Debate Gaceta N 691 de 2023 Segundo debate senado PONENTES Coordinador es Publicaciones Ponencia Segundo Debate Gaceta N 990 de 2023,Primer debate cámara PONENTES Coordinador es H R Andrés David Calle Aguas H R Fernando David Niño Mendoza H R Gersel Luis Pérez Altamiranda Publicaciones Ponencia Primer Debate Gaceta N 1453 de 2022 Ver documento Acta y Fecha de anuncio Comisión Acta 12	Fecha	22 11 22 Acta y Fecha de aprobación Comisión Acta 13	Fecha	23 11 22 Texto Definitivo Comisión Ver Documento Segundo debate cámara PONENTES Coordinador es H R Mónica Karina Bocanegra Pantoja H R Jhoany Carlos Alberto Palacios Mosquera H R David Ricardo Racero Mayorca Publicaciones Ponencia Segundo Debate Gaceta N 1567 de 2022 Ver documento Proposiciones radicadas en plenaria Proposiciones aprobadas en plenaria Texto Definitivo Plenaria Gaceta N 391 de 2023 Primer debate senado PONENTES Coordinador es Publicaciones Ponencia Primer Debate Gaceta N 691 de 2023 Segundo debate senado PONENTES Coordinador es Publicaciones Ponencia Segundo Debate Gaceta N 990 de 2023,2022 10 12,,https://www.camara.gov.co/pivijay
238/2022C,,CDA PARA EL GUAVIARE,Ley Ordinaria,"['Jorge Alexander Quevedo Herrera', ' Nicolás Antonio Barguil Cubillos', ' Julio Roberto Salazar Pérdomo', ' Gerardo Yepes Caro', ' Hugo Alfonso Archila Suárez', ' María Eugenia Lopera Monsalve', ' Héctor David Chaparro Chaparro', ' Jairo Humberto Cristo Correa', ' Héctor Mauricio Cuéllar Pinzón', ' Juan Carlos Wills Ospina', ' Mónica Karina Bocanegra Pantoja', ' Wadith Alberto Manzur Imbett', ' Luis David Súarez ChadidJuan Samy Merheg Marun', ' Marcos Daniel Pineda García']",Archivado,Comisión Quinta Constitucional Permanente,Cámara,2022 - 2023,Por medio de la cual se modifica el artículo 34 de la Ley 99 de 1993 y se dictan otras disposiciones,"['Juan Samy Merheg Marun', 'Marcos Daniel Pineda García', 'Jorge Alexander Quevedo Herrera', 'Nicolás Antonio Barguil Cubillos', 'Julio Roberto Salazar Pérdomo', 'Gerardo Yepes Caro', 'Hugo Alfonso Archila Suárez', 'María Eugenia Lopera Monsalve', 'Héctor David Chaparro Chaparro', 'Jairo Humberto Cristo Correa', 'Héctor Mauricio Cuéllar Pinzón', 'Juan Carlos Wills Ospina', 'Mónica Karina Bocanegra Pantoja', 'Wadith Alberto Manzur Imbett', 'Luis David Súarez Chadid']",Cámara 238 2022C Senado,Cámara 2022 10 11 Senado,Ley Ordinaria,Gaceta N 1247 de 2022,La presente iniciativa legislativa busca trasladar la sede de la Corporación para el Desarrollo Sostenible del Norte y del Oriente Amazónico CDA del municipio de Puerto Inírida al municipio de San José del Guaviare lo anterior modificando el artículo 34 de la Ley 99 de 1993 disposición normativa que le dio natalicio a la ya referida entidad organizándola como una Corporación Autónoma Regional Observaciones ARCHIVADO ART 190 LEY 5ta DE 1992 Primer debate cámara PONENTES Coordinador es H R Julio Roberto Salazar Pérdomo H R Julio Roberto Salazar Pérdomo H R Gabriel Ernesto Parrado Durán H R Oscar Leonardo Villamizar Meneses Publicaciones Designados 2022 11 01 Ponencia Primer Debate Gaceta N 36 de 2023,ARCHIVADO ART 190 LEY 5ta DE 1992 Primer debate cámara PONENTES Coordinador es H R Julio Roberto Salazar Pérdomo H R Julio Roberto Salazar Pérdomo H R Gabriel Ernesto Parrado Durán H R Oscar Leonardo Villamizar Meneses Publicaciones Designados 2022 11 01 Ponencia Primer Debate Gaceta N 36 de 2023,2022 10 11,,https://www.camara.gov.co/cda-para-el-guaviare
237/2022C,,SAN BASILIO DE PALENQUE,Ley Ordinaria,"['Dorina Hernández Palomino', ' David Ricardo Racero Mayorca', ' Silvio José Carrasquilla Torres', ' Luis Alberto Albán Urbano', ' Juliana Aray Franco', ' Germán José Gómez López', ' Andrés Guillermo Montes Celedón', ' Yamil Hernando Arana PadauiIsabel Cristina Zuleta López', ' Roy Leonardo Barreras Montealegre', ' Julián Gallo Cubillos']",Retirado,Comisión Primera Constitucional Permanente,Cámara,2022 - 2023,POR LA CUAL SE CREA LA ENTIDAD TERRITORIAL MUNICIPAL ESPECIAL DE SAN BASILIO DE PALENQUE Y SE DICTAN OTRAS DISPOSICIONES,"['Isabel Cristina Zuleta López', 'Roy Leonardo Barreras Montealegre', 'Julián Gallo Cubillos', 'Dorina Hernández Palomino', 'David Ricardo Racero Mayorca', 'Silvio José Carrasquilla Torres', 'Luis Alberto Albán Urbano', 'Juliana Aray Franco', 'Germán José Gómez López', 'Andrés Guillermo Montes Celedón', 'Yamil Hernando Arana Padaui']",Cámara 237 2022C Senado,Cámara 2022 10 11 Senado,Ley Ordinaria,Gaceta N 1247 de 2022,El objeto del presente proyecto de ley consiste en declarar a San Basilio de Palenque como una entidad territorial especial del orden municipal como una expresión y afirmación de reconocimiento a la identidad de la población palenquera sustentada en la declaración de la UNESCO como patrimonio oral e inmaterial de la humanidad así como a sus raíces históricas en cuya virtud los naturales del territorio palenquero podrán gozar de autonomía para la gestión de sus propios asuntos en función de sus creencias usos y costumbres ancestrales Observaciones Estado Retirado de conformidad con el artículo 155 Ley 5ª de 1992 noviembre 24 de 2022 Primer debate cámara PONENTES Coordinador es H R Luis Alberto Albán Urbano Publicaciones,Estado Retirado de conformidad con el artículo 155 Ley 5ª de 1992 noviembre 24 de 2022 Primer debate cámara PONENTES Coordinador es H R Luis Alberto Albán Urbano Publicaciones,2022 10 11,,https://www.camara.gov.co/san-basilio-de-palenque
236/2022C,,MES DE LA SALUD MENTAL,Ley Ordinaria,"['Olga Lucia Velásquez Nieto', ' Gloria Liliana Rodríguez Valencia', ' María Eugenia Lopera Monsalve', ' Juan Camilo Londoño Barrera', ' Martha Lisbeth Alfonso Jurado', ' Alfredo Mondragón Garzón', ' Hugo Alfonso Archila Suárez', ' Juan Felipe Corzo Álvarez', ' Héctor David Chaparro Chaparro']",Archivado,Comisión Séptima Constitucional Permanente,Cámara,2022 - 2023,Por medio del cual se establece el mes de Octubre como el mes de la salud mental en Colombia,"['Olga Lucia Velásquez Nieto', 'Gloria Liliana Rodríguez Valencia', 'María Eugenia Lopera Monsalve', 'Juan Camilo Londoño Barrera', 'Martha Lisbeth Alfonso Jurado', 'Alfredo Mondragón Garzón', 'Hugo Alfonso Archila Suárez', 'Juan Felipe Corzo Álvarez', 'Héctor David Chaparro Chaparro']",Cámara 236 2022C Senado,Cámara 2022 10 10 Senado,Ley Ordinaria,Gaceta N 1247 de 2022,La presente Ley tiene por objeto declarar el mes de Octubre de cada año y a partir de la vigencia como el Mes de la Salud Mental en todo el territorio nacional de la República de Colombia en este mes se deberá hacer conciencia de la importancia del equilibrio tranquilidad amor en la gestión de las emociones y resolución de conflictos en el ámbito individual familiar escolar laboral y social Cuyo propósito es evitar la ocurrencia de trastornos de salud mental tener claridad de las rutas de acceso a los servicios acabar con los mitos y visualizar la realidad de muchas familias colombianas Observaciones ARCHIVADO ART 190 LEY 5ta DE 1992 acumulado al P L 195 2022C con P L 241 2022C Primer debate cámara PONENTES Coordinador es Publicaciones Minsalud Gaceta N 70 de 2023 Comentario Dapre Gaceta N 893 de 2023,ARCHIVADO ART 190 LEY 5ta DE 1992 acumulado al P L 195 2022C con P L 241 2022C Primer debate cámara PONENTES Coordinador es Publicaciones Minsalud Gaceta N 70 de 2023 Comentario Dapre Gaceta N 893 de 2023,2022 10 10,,https://www.camara.gov.co/mes-de-la-salud-mental
235/2022C,,RIO GUATAPURI,Ley Ordinaria,"['Libardo Cruz Casado', ' Alfredo Ape Cuello Baute']",Trámite en Plenaria,Comisión Quinta Constitucional Permanente,Cámara,2022 - 2023,Por medio de la cual se reconoce el Río Guatapurí su cuenca y afluentes como sujeto de derechos y se dictan otras disposiciones,"['Libardo Cruz Casado', 'Alfredo Ape Cuello Baute']",Cámara 235 2022C Senado,Cámara 2022 10 10 Senado,Ley Ordinaria,Gaceta N 1247 de 2022,La presente Ley tiene por objeto reconocer al río Guatapurí su cuenca y afluentes como una entidad sujeto de derechos a la protección conservación mantenimiento y restauración a cargo del Estado las comunidades étnicas y los campesinos que habitan la zona de afluencia Observaciones Primer debate cámara PONENTES Coordinador es H R José Octavio Cardona León Publicaciones Ponencia Primer Debate Designados 2022 11 01 Radicada 2022 11 15 Gaceta 1422 de 2022 Ponencia Primer Debate P L 235 2022 RIO GUATAPURI 2022 11 15 Acta y Fecha de anuncio Comisión 35 de mayo 18 de 2023 Acta y Fecha de aprobación Comisión 36 de mayo 23 de 2023 Proposiciones aprobadas Proposiciones Aprobadas Proposiciones Aprobadas Proposiciones constancia Proposiciones Constancias Segundo debate cámara PONENTES Coordinador es H R José Octavio Cardona León H R José Octavio Cardona León Publicaciones Ponencia Segundo Debate Gaceta N 659 de 2023 Proposiciones radicadas en plenaria Concepto Ministerio del Interior ver documento,Primer debate cámara PONENTES Coordinador es H R José Octavio Cardona León Publicaciones Ponencia Primer Debate Designados 2022 11 01 Radicada 2022 11 15 Gaceta 1422 de 2022 Ponencia Primer Debate P L 235 2022 RIO GUATAPURI 2022 11 15 Acta y Fecha de anuncio Comisión 35 de mayo 18 de 2023 Acta y Fecha de aprobación Comisión 36 de mayo 23 de 2023 Proposiciones aprobadas Proposiciones Aprobadas Proposiciones Aprobadas Proposiciones constancia Proposiciones Constancias Segundo debate cámara PONENTES Coordinador es H R José Octavio Cardona León H R José Octavio Cardona León Publicaciones Ponencia Segundo Debate Gaceta N 659 de 2023 Proposiciones radicadas en plenaria Concepto Ministerio del Interior ver documento,2022 10 10,,https://www.camara.gov.co/rio-guatapuri
234/2022C,,FESTIVAL TAMBORA GAMARRA,Ley Ordinaria,"['Libardo Cruz Casado', ' Alfredo Ape Cuello Baute']",Sancion Presidencial,Comisión Segunda o de Relaciones Internacionales,Cámara,2022 - 2023,Por medio de la cual se declara patrimonio nacional inmaterial el Festival de Tambora Tradicional en el municipio de Gamarra en el Departamento del Cesar y se dictan otras disposiciones,"['Libardo Cruz Casado', 'Alfredo Ape Cuello Baute']",Cámara 234 2022C Senado,Cámara 2022 10 10 Senado,Ley Ordinaria,Gaceta N 1247 de 2022,Busca declarar Patrimonio Cultural de la Nación el festival nacional de la tambora tradicional en el municipio de Gamarra en el departamento del Cesar Observaciones Primer debate cámara PONENTES Coordinador es Publicaciones Ponencia Primer Debate Gaceta N 1467 de 2022 Acta y Fecha de anuncio Comisión Acta 12	Fecha	22 11 22 Acta y Fecha de aprobación Comisión Acta 13	Fecha	23 11 22 Segundo debate cámara PONENTES Coordinador es Publicaciones Ponencia Segundo Debate Gaceta N 1633 de 2022 Acta y Fecha de aprobación Plenaria Acta 044 de 22 de marzo de 2023 Texto Definitivo Plenaria Gaceta N 334 de 2024,Primer debate cámara PONENTES Coordinador es Publicaciones Ponencia Primer Debate Gaceta N 1467 de 2022 Acta y Fecha de anuncio Comisión Acta 12	Fecha	22 11 22 Acta y Fecha de aprobación Comisión Acta 13	Fecha	23 11 22 Segundo debate cámara PONENTES Coordinador es Publicaciones Ponencia Segundo Debate Gaceta N 1633 de 2022 Acta y Fecha de aprobación Plenaria Acta 044 de 22 de marzo de 2023 Texto Definitivo Plenaria Gaceta N 334 de 2024,2022 10 10,,https://www.camara.gov.co/festival-tambora-gamarra
233/2022C,,LEY DE DEPORTE,Ley Ordinaria,"['Alfredo Ape Cuello Baute', ' Libardo Cruz Casado']",Archivado,Comisión Séptima Constitucional Permanente,Cámara,2022 - 2023,POR MEDIO DE LA CUAL SE DICTAN NORMAS TENDIENTES A MODERNIZAR LA ORGANIZACIÓN Y EL FUNCIONAMIENTO DEL DEPORTE LA RECREACIÓN Y LA CULTURA DEPORTIVA,"['Alfredo Ape Cuello Baute', 'Libardo Cruz Casado']",Cámara 233 2022C Senado,Cámara 2022 10 06 Senado,Ley Ordinaria,Gaceta N 1217 de 2022,La presente Ley tiene como objeto establecer los lineamientos generales y el marco normativo que regule la formulación diseño definición adopción dirección planeación coordinación ejecución implementación articulación y control de la política pública estructura funcionamiento administración promoción fomento y desarrollo de la práctica del deporte la recreación la promoción de la cultura deportiva y la actividad física y a su vez fomentar coordinar y regular la construcción administración dotación adecuación y mantenimiento de la infraestructura deportiva y recreativa para la actividad física en el territorio Nacional Observaciones ARCHIVADO ART 190 LEY 5ta DE 1992 Primer debate cámara PONENTES Coordinador es H R Arturo Yepes Alzate H R Jorge Alexander Quevedo Herrera H R Héctor David Chaparro Chaparro Publicaciones Minvivenda Gaceta N 1661 de 2022 Documento Mindeportes Documento Mindefensa Gaceta N 66 de 2023 Documento Minsalud Gaceta N 155 de 2023 Minsalud Gaceta N 106 de 2023,ARCHIVADO ART 190 LEY 5ta DE 1992 Primer debate cámara PONENTES Coordinador es H R Arturo Yepes Alzate H R Jorge Alexander Quevedo Herrera H R Héctor David Chaparro Chaparro Publicaciones Minvivenda Gaceta N 1661 de 2022 Documento Mindeportes Documento Mindefensa Gaceta N 66 de 2023 Documento Minsalud Gaceta N 155 de 2023 Minsalud Gaceta N 106 de 2023,2022 10 06,,https://www.camara.gov.co/ley-de-deporte
232/2022C,,MINIMO VITAL DE INTERNET,Ley Ordinaria,"['Alfredo Ape Cuello Baute', ' Hernando González', ' Julián David López Tenorio', ' Luis Carlos Ochoa Tobón']",Archivado,Comisión Sexta o de Transportes y Comunicaciones,Cámara,2022 - 2023,POR MEDIO DE LA CUAL SE GARANTIZA EL ACCESO AL SERVICIO PÚBLICO ESENCIAL DE INTERNET FIJO EN LOS ESTRATOS RESIDENCIALES 1 Y 2 Y SE DICTAN OTRAS DISPOSICIONES,"['Alfredo Ape Cuello Baute', 'Hernando González', 'Julián David López Tenorio', 'Luis Carlos Ochoa Tobón']",Cámara 232 2022C Senado,Cámara 2022 10 06 Senado,Ley Ordinaria,Gaceta N 1216 de 2022,Garantizar el acceso uso y apropiación del servicio público esencial de internet fijo en las familias de los estratos residenciales 1 y 2 reconociendo un mínimo vital gratuito que permita cerrar la brecha digital especialmente en beneficio de la población en situación de pobreza vulnerabilidad y en zonas rurales y apartadas del país Observaciones ARCHIVADO ART 157 LEY 5a DE 1992 Primer debate cámara PONENTES Coordinador es H R Julián David López Tenorio Publicaciones Ponencia Primer Debate Gaceta N 467 de 2023 Enmienda a Ponencia 1 Gaceta N 515 de 2023,ARCHIVADO ART 157 LEY 5a DE 1992 Primer debate cámara PONENTES Coordinador es H R Julián David López Tenorio Publicaciones Ponencia Primer Debate Gaceta N 467 de 2023 Enmienda a Ponencia 1 Gaceta N 515 de 2023,2022 10 06,,https://www.camara.gov.co/minimo-vital-de-internet-0
231/2022C,,ESCENARIOS DEPORTIVOS,Ley Ordinaria,"['Alfredo Ape Cuello Baute', ' Libardo Cruz Casado']",Trámite a Senado,Comisión Sexta o de Transportes y Comunicaciones,Cámara,2022 - 2023,POR MEDIO DE LA CUAL SE PROMUEVE EL USO Y APROVECHAMIENTO ECONÓMICO DE LA INFRAESTRUCTURA DEPORTIVA RECREATIVA DE ACTIVIDAD FÍSICA Y CULTURAL,"['Alfredo Ape Cuello Baute', 'Libardo Cruz Casado']",Cámara 231 2022C Senado,Cámara 2022 10 06 Senado,Ley Ordinaria,Gaceta N 1216 de 2022,Observaciones Primer debate cámara PONENTES Coordinador es H R Alfredo Ape Cuello Baute Publicaciones Ponencia Primer Debate Gaceta N 1423 de 2022 Acta y Fecha de anuncio Comisión Acta 23	Fecha	22 11 22 Acta y Fecha de aprobación Comisión Acta 24	Fecha	23 11 22 Segundo debate cámara PONENTES Coordinador es H R Alfredo Ape Cuello Baute Publicaciones Ponencia Segundo Debate Gaceta N 1549 de 2022 Proposiciones radicadas en plenaria Proposiciones aprobadas en plenaria Acta y Fecha de aprobación Plenaria Acta 061 de 30 de mayo de 2023 Texto Definitivo Plenaria Gaceta N 910 de 2023 Primer debate senado PONENTES Coordinador es Publicaciones Ponencia Primer Debate Gaceta N 523 de 2024,Primer debate cámara PONENTES Coordinador es H R Alfredo Ape Cuello Baute Publicaciones Ponencia Primer Debate Gaceta N 1423 de 2022 Acta y Fecha de anuncio Comisión Acta 23	Fecha	22 11 22 Acta y Fecha de aprobación Comisión Acta 24	Fecha	23 11 22 Segundo debate cámara PONENTES Coordinador es H R Alfredo Ape Cuello Baute Publicaciones Ponencia Segundo Debate Gaceta N 1549 de 2022 Proposiciones radicadas en plenaria Proposiciones aprobadas en plenaria Acta y Fecha de aprobación Plenaria Acta 061 de 30 de mayo de 2023 Texto Definitivo Plenaria Gaceta N 910 de 2023 Primer debate senado PONENTES Coordinador es Publicaciones Ponencia Primer Debate Gaceta N 523 de 2024,2022 10 06,,https://www.camara.gov.co/escenarios-deportivos
