No Cámara,No Senado,Nombre proyecto,Tipo de ley,Autores,Estado,Comisión,Origen,Legislatura,Título,Autor,No de proyecto,Fecha de radicación,Tipo,Contenido,Objeto de proyecto,Observaciones,Fecha radicación Cámara,Fecha radicación Senado,url
350/2024C,,BICENTENARIO MUERTE SIMON BOLIVAR,Ley Ordinaria,"['Ingrid Johana Aguirre Juvinao', ' Wilmer Yair Castellanos Hernández']",Trámite en Comisión,Comisión Segunda o de Relaciones Internacionales,Cámara,2023 - 2024,Por medio de la cual la nación se vincula a la conmemoración solemne del bicentenario de la muerte del libertador Simón Bolívar en el Distrito de Santa Marta departamento del Magdalena en el año 2030 y se dictan otras disposiciones,"['Ingrid Johana Aguirre Juvinao', 'Wilmer Yair Castellanos Hernández']",Cámara 350 2024C Senado,Cámara 2024 02 15 Senado,Ley Ordinaria,Gaceta N 127 de 2024,La presente Ley tiene por objeto vincular a la nación en la conmemoración solemne del bicentenario de la muerte del libertador Simón Bolívar que se cumple el 17 de diciembre de 2030 en el Distrito de Santa Marta Departamento del Magdalena Observaciones Primer debate cámara PONENTES Coordinador es H R Carolina Giraldo Botero H R Alexander Guarín Silva H R Mary Anne Andrea Perdomo H R David Alejandro Toro Ramírez Publicaciones Ponencia Primer Debate Gaceta N 408 de 2024 Ver documento Comentarios Banco de la Republica Ver documento Segundo debate cámara PONENTES Coordinador es H R Carolina Giraldo Botero H R David Alejandro Toro Ramírez H R Mary Anne Andrea Perdomo H R Alexander Guarín Silva Publicaciones Ponencia Segundo Debate,Primer debate cámara PONENTES Coordinador es H R Carolina Giraldo Botero H R Alexander Guarín Silva H R Mary Anne Andrea Perdomo H R David Alejandro Toro Ramírez Publicaciones Ponencia Primer Debate Gaceta N 408 de 2024 Ver documento Comentarios Banco de la Republica Ver documento Segundo debate cámara PONENTES Coordinador es H R Carolina Giraldo Botero H R David Alejandro Toro Ramírez H R Mary Anne Andrea Perdomo H R Alexander Guarín Silva Publicaciones Ponencia Segundo Debate,2024 02 15,,https://www.camara.gov.co/bicentenario-muerte-simon-bolivar-1
349/2024C,231/2022S,SERVICIO PÚBLICO ESCENCIAL GAS NATURAL,Ley Ordinaria,"['Adriana Carolina Arbeláez Giraldo', ' Betsy Judith Pérez Arango', ' Gersel Luis Pérez Altamiranda', ' Hernando González', ' Jairo Humberto Cristo Correa', ' Javier Alexander Sánchez Reyes', ' Jorge Méndez Hernández', ' Lina María Garrido Martín', ' Mauricio Parodi Díaz', ' Nestor Leonardo Rico Rico', ' Oscar Rodrigo Campo Hurtado', ' Sandra Milena Ramírez Caviedes', ' Víctor Andrés Tovar Trujillo', ' Jaime Rodríguez Contreras', ' Modesto Enrique Aguilera VidesArturo Char Chaljub', ' Carlos Abraham Jiménez', ' Jorge Enrique Benedetti Martelo', ' Jose Luis Pérez Oyuela']",Trámite en Plenaria,Comisión Sexta o de Transportes y Comunicaciones,Senado,2023 - 2024,POR MEDIO DEL CUAL SE GARANTIZA EL ACCESO AL SERVICIO PÚBLICO DOMICILIARIO DE GAS COMBUSTIBLE POR REDES EN NUEVAS VIVIENDAS DE INTERÉS SOCIAL VIS Y VIVIENDAS DE INTERÉS PRIORITARIO VIP,"['Arturo Char Chaljub', 'Carlos Abraham Jiménez', 'Jorge Enrique Benedetti Martelo', 'Jose Luis Pérez Oyuela', 'Adriana Carolina Arbeláez Giraldo', 'Betsy Judith Pérez Arango', 'Gersel Luis Pérez Altamiranda', 'Hernando González', 'Jairo Humberto Cristo Correa', 'Javier Alexander Sánchez Reyes', 'Jorge Méndez Hernández', 'Lina María Garrido Martín', 'Mauricio Parodi Díaz', 'Nestor Leonardo Rico Rico', 'Oscar Rodrigo Campo Hurtado', 'Sandra Milena Ramírez Caviedes', 'Víctor Andrés Tovar Trujillo', 'Jaime Rodríguez Contreras', 'Modesto Enrique Aguilera Vides']",Cámara 349 2024C Senado 231 2022S,Cámara 2024 01 24 Senado 2022 11 01,Ley Ordinaria,Gaceta N 1370 de 2022,garantizar el acceso al servicio público domiciliario esencial de gas natural en nuevas viviendas de interés social VIS y de interés prioritario VIP Observaciones Primer debate cámara PONENTES Coordinador es H R Hernando González Publicaciones Ponencia Primer Debate Gaceta N 322 de 2024 Segundo debate cámara PONENTES Coordinador es H R Hernando González Publicaciones Concepto Min Vivienda Concepto MHCP Ponencia Segundo Debate Documento texto PSD Concepto Ministerio de Vivienda Ciudad y Territorio Primer debate senado PONENTES Coordinador es H S Ana Maria Castañeda Gómez Publicaciones Ponencia Primer Debate Gaceta N 50 de 2023 Acta y Fecha de aprobación Comisión 33 Fecha	13 06 23 Segundo debate senado PONENTES Coordinador es H S Ana Maria Castañeda Gómez Publicaciones Ponencia Segundo Debate Gaceta N 1036 de 2023 Acta y fecha de anuncio Plenaria 33 Fecha	06 12 23 Acta y Fecha de aprobación Plenaria 34	Fecha	11 12 23 Texto Definitivo Comisión Gaceta N 008 de 2024,Primer debate cámara PONENTES Coordinador es H R Hernando González Publicaciones Ponencia Primer Debate Gaceta N 322 de 2024 Segundo debate cámara PONENTES Coordinador es H R Hernando González Publicaciones Concepto Min Vivienda Concepto MHCP Ponencia Segundo Debate Documento texto PSD Concepto Ministerio de Vivienda Ciudad y Territorio Primer debate senado PONENTES Coordinador es H S Ana Maria Castañeda Gómez Publicaciones Ponencia Primer Debate Gaceta N 50 de 2023 Acta y Fecha de aprobación Comisión 33 Fecha	13 06 23 Segundo debate senado PONENTES Coordinador es H S Ana Maria Castañeda Gómez Publicaciones Ponencia Segundo Debate Gaceta N 1036 de 2023 Acta y fecha de anuncio Plenaria 33 Fecha	06 12 23 Acta y Fecha de aprobación Plenaria 34	Fecha	11 12 23 Texto Definitivo Comisión Gaceta N 008 de 2024,2024 01 24,2022 11 01,https://www.camara.gov.co/servicio-publico-escencial-gas-natural
348/2024C,105/2022S,ENTORNOS SEGUROS,Ley Ordinaria,"['Juliana Aray Franco', ' Jorge Alexander Quevedo HerreraNadya Georgette Blel Scaf', ' Juan Samy Merheg Marun', ' Efraín José Cepeda Sarabia']",Trámite en Plenaria,Comisión Primera Constitucional Permanente,Senado,2023 - 2024,POR MEDIO DE LA CUAL SE ESTABLECEN LOS CARGOS OFICIOS O PROFESIONES SUSCEPTIBLES DE APLICACIÓN DE LA INHABILIDAD POR DELITOS SEXUALES CONTRA MENORES Y SE DICTAN OTRAS DISPOSICIONES ENTORNOS SEGUROS,"['Nadya Georgette Blel Scaf', 'Juan Samy Merheg Marun', 'Efraín José Cepeda Sarabia', 'Juliana Aray Franco', 'Jorge Alexander Quevedo Herrera']",Cámara 348 2024C Senado 105 2022S,Cámara 2024 01 24 Senado 2022 08 05,Ley Ordinaria,Gaceta N 900 de 2022,Establecer los cargos oficios o profesiones susceptibles de aplicación de la inhabilidad por delitos sexuales contra menores en los términos de la Ley 1918 de 2019 Observaciones Primer debate cámara PONENTES Coordinador es H R Ruth Amelia Caycedo Rosero Publicaciones Ponencia Primer Debate Gaceta N 361 de 2024 Documento Observaciones ICBF Documento Acta y Fecha de aprobación Comisión Acta 51 Mayo 20 de 2024 Texto aprobado en Comisión Segundo debate cámara PONENTES Coordinador es H R Ruth Amelia Caycedo Rosero Publicaciones Ponencia Segundo Debate Documento PONENTES Coordinador es H S Oscar Barreto Quiroga Publicaciones Ponencia Segundo Debate Gaceta N 888 de 2023 Acta y fecha de anuncio Plenaria 30 Fecha	28 11 23 Acta y Fecha de aprobación Plenaria 31	Fecha	04 12 23 Texto Definitivo Plenaria Gaceta N 008 de 2024 Primer debate senado PONENTES Coordinador es H S Oscar Barreto Quiroga Publicaciones Ponencia Primer Debate Gaceta N 1270 de 2022 Acta y Fecha de anuncio Comisión 45 Fecha	10 05 23 Acta y Fecha de aprobación Comisión 46 Fecha	17 05 23 Segundo debate senado PONENTES Coordinador es H S Oscar Barreto Quiroga Publicaciones Ponencia Segundo Debate Gaceta N 888 de 2023 Acta y fecha de anuncio Plenaria 30 Fecha	28 11 23 Acta y Fecha de aprobación Plenaria 31	Fecha	04 12 23 Texto Definitivo Plenaria Gaceta N 008 de 2024,Primer debate cámara PONENTES Coordinador es H R Ruth Amelia Caycedo Rosero Publicaciones Ponencia Primer Debate Gaceta N 361 de 2024 Documento Observaciones ICBF Documento Acta y Fecha de aprobación Comisión Acta 51 Mayo 20 de 2024 Texto aprobado en Comisión Segundo debate cámara PONENTES Coordinador es H R Ruth Amelia Caycedo Rosero Publicaciones Ponencia Segundo Debate Documento PONENTES Coordinador es H S Oscar Barreto Quiroga Publicaciones Ponencia Segundo Debate Gaceta N 888 de 2023 Acta y fecha de anuncio Plenaria 30 Fecha	28 11 23 Acta y Fecha de aprobación Plenaria 31	Fecha	04 12 23 Texto Definitivo Plenaria Gaceta N 008 de 2024 Primer debate senado PONENTES Coordinador es H S Oscar Barreto Quiroga Publicaciones Ponencia Primer Debate Gaceta N 1270 de 2022 Acta y Fecha de anuncio Comisión 45 Fecha	10 05 23 Acta y Fecha de aprobación Comisión 46 Fecha	17 05 23 Segundo debate senado PONENTES Coordinador es H S Oscar Barreto Quiroga Publicaciones Ponencia Segundo Debate Gaceta N 888 de 2023 Acta y fecha de anuncio Plenaria 30 Fecha	28 11 23 Acta y Fecha de aprobación Plenaria 31	Fecha	04 12 23 Texto Definitivo Plenaria Gaceta N 008 de 2024,2024 01 24,2022 08 05,https://www.camara.gov.co/entornos-seguros
347/2023C,,HIDRÓLISIS ALCALINA,Ley Ordinaria,"['David Alejandro Toro Ramírez', ' Mary Anne Andrea Perdomo', ' Óscar Darío Pérez Pineda', ' John Jairo González Agudelo', ' Pedro José Súarez Vacca', ' Susana Gómez Castaño', ' Gabriel Ernesto Parrado Durán', ' Carmen Felisa Ramírez Boscán']",Trámite en Plenaria,Comisión Séptima Constitucional Permanente,Cámara,2023 - 2024,Por medio del cual se establece la hidrólisis alcalina como servicio funerario para la disposición final de cadáveres,"['David Alejandro Toro Ramírez', 'Mary Anne Andrea Perdomo', 'Óscar Darío Pérez Pineda', 'John Jairo González Agudelo', 'Pedro José Súarez Vacca', 'Susana Gómez Castaño', 'Gabriel Ernesto Parrado Durán', 'Carmen Felisa Ramírez Boscán']",Cámara 347 2023C Senado,Cámara 2023 12 20 Senado,Ley Ordinaria,Gaceta N 102 de 2024,Establecer la hidrolisis alcalina como servicio funerario para la disposición de cadáveres o restos humanos Observaciones Primer debate cámara PONENTES Coordinador es H R María Eugenia Lopera Monsalve Publicaciones Ponencia Primer Debate Gaceta N 321 de 2024 Documento Segundo debate cámara PONENTES Coordinador es H R María Eugenia Lopera Monsalve Publicaciones Ponencia Segundo Debate Gaceta N 484 de 2024 Documento Comentarios Cámara Exequial de Colombia,Primer debate cámara PONENTES Coordinador es H R María Eugenia Lopera Monsalve Publicaciones Ponencia Primer Debate Gaceta N 321 de 2024 Documento Segundo debate cámara PONENTES Coordinador es H R María Eugenia Lopera Monsalve Publicaciones Ponencia Segundo Debate Gaceta N 484 de 2024 Documento Comentarios Cámara Exequial de Colombia,2023 12 20,,https://www.camara.gov.co/hidrolisis-alcalina
346/2023C,019/2023S,VIVIENDA AL ALCANCE DE TODOS,Ley Ordinaria,"['Julio Elias Vidal', ' José Alfredo Gnecco Zuleta', ' Juan Felipe Lemos Uribe']",Trámite en Plenaria,Comisión Séptima Constitucional Permanente,Senado,2023 - 2024,POR LA CUAL SE REDUCEN LAS BARRERAS PARA LA ADQUISICIÓN DE VIVIENDA POR MEDIO DE LOS CRÉDITOS HIPOTECARIOS SE PROMUEVE LA UTILIZACIÓN DE ENERGIAS LIMPIAS Y SE DICTAN Y SE DICTAN OTRAS DISPOSICIONES VIVIENDA AL ALCANCE DE TODOS,"['Julio Elias Vidal', 'José Alfredo Gnecco Zuleta', 'Juan Felipe Lemos Uribe']",Cámara 346 2023C Senado 019 2023S,Cámara 2023 12 19 Senado 2023 07 25,Ley Ordinaria,Gaceta N 948 de 2023,incluir la posibilidad para los usuarios de incorporar los gastos de escrituración y registro dentro de los prestamos hipotecarios así como establecer la responsabilidad de los bancos de cubrir costos de los avalúos técnicos y estudios de títulos Observaciones Primer debate cámara PONENTES Coordinador es H R Víctor Manuel Salcedo Guerrero Publicaciones Ponencia Primer Debate Gaceta N 385 de 2024 Documento Nota Aclaratoria a la Ponencia del Primer debate Gaceta N 465 de 2024 Segundo debate cámara PONENTES Coordinador es H R Víctor Manuel Salcedo Guerrero Publicaciones Ponencia Segundo Debate Documento Primer debate senado PONENTES Coordinador es H S Norma Hurtado Sánchez H S Beatriz Lorena Ríos Cuellar Publicaciones Ponencia Primer Debate Gaceta N 1238 de 2023 Acta y Fecha de aprobación Comisión 10 Fecha	31 10 23 Segundo debate senado PONENTES Coordinador es H S Norma Hurtado Sánchez H S Beatriz Lorena Ríos Cuellar Publicaciones Ponencia Segundo Debate Gaceta N 1672 de 2023 Acta y fecha de anuncio Plenaria 32 Fecha	05 12 23 Acta y Fecha de aprobación Plenaria 33	Fecha	06 12 23 Texto Definitivo Plenaria Gaceta N 08 de 2024,Primer debate cámara PONENTES Coordinador es H R Víctor Manuel Salcedo Guerrero Publicaciones Ponencia Primer Debate Gaceta N 385 de 2024 Documento Nota Aclaratoria a la Ponencia del Primer debate Gaceta N 465 de 2024 Segundo debate cámara PONENTES Coordinador es H R Víctor Manuel Salcedo Guerrero Publicaciones Ponencia Segundo Debate Documento Primer debate senado PONENTES Coordinador es H S Norma Hurtado Sánchez H S Beatriz Lorena Ríos Cuellar Publicaciones Ponencia Primer Debate Gaceta N 1238 de 2023 Acta y Fecha de aprobación Comisión 10 Fecha	31 10 23 Segundo debate senado PONENTES Coordinador es H S Norma Hurtado Sánchez H S Beatriz Lorena Ríos Cuellar Publicaciones Ponencia Segundo Debate Gaceta N 1672 de 2023 Acta y fecha de anuncio Plenaria 32 Fecha	05 12 23 Acta y Fecha de aprobación Plenaria 33	Fecha	06 12 23 Texto Definitivo Plenaria Gaceta N 08 de 2024,2023 12 19,2023 07 25,https://www.camara.gov.co/vivienda-al-alcance-de-todos
345/2023C,,SERVICIO PÚBLICO DE ADECUACIÓN DE TIERRAS,Ley Ordinaria,"['Jorge Andrés Cancimance López', ' Erick Adrián Velasco Burbano', ' Juan Pablo Salazar Rivera', ' Leyla Marleny Rincón Trujillo', ' Gabriel Ernesto Parrado Durán']",Trámite en Comisión,Comisión Quinta Constitucional Permanente,Cámara,2023 - 2024,Por medio de la cual se regula el servicio público de adecuación de tierras y se dictan otras disposiciones,"['Jorge Andrés Cancimance López', 'Erick Adrián Velasco Burbano', 'Juan Pablo Salazar Rivera', 'Leyla Marleny Rincón Trujillo', 'Gabriel Ernesto Parrado Durán']",Cámara 345 2023C Senado,Cámara 2023 12 14 Senado,Ley Ordinaria,Gaceta N 11 de 2024,La presente ley tiene por objeto regular y establecer los mecanismos de implementación control y seguimiento al servicio público de adecuación de tierras y dictar otras disposiciones para el acceso al riego drenaje y protección contra inundaciones con el fin de mejorar la productividad del sector agropecuario bajo parámetros de alta competitividad haciendo un uso eficiente y sostenible de los recursos del suelo y del agua y contribuir al desarrollo rural integral con enfoque territorial el impulso a la producción agropecuaria la economía campesina el desarrollo sostenible la seguridad alimentaria y la resiliencia climática Lo anterior reconociendo junto al desarrollo de obras de infraestructura la gestión integrada de otros bienes y servicios públicos que impacten conjuntamente en las condiciones de desarrollo agropecuario Observaciones,,2023 12 14,,https://www.camara.gov.co/servicio-publico-de-adecuacion-de-tierras
344/2023C,,ECOMINERALES,Ley Ordinaria,"['Ministro de Minas y Energía - Andrés Camacho Morales Leyla Marleny Rincón Trujillo', ' Jorge Andrés Cancimance López', ' Jairo Reinaldo Cala Suárez', ' Carlos Alberto Carreño Marin', ' John Jairo González Agudelo', ' William Ferney Aljure Martínez', ' Gabriel Ernesto Parrado Durán', ' Jorge Eliécer Tamayo Marulanda', ' Heraclito Landinez Suárez', ' Erick Adrián Velasco Burbano', ' Karen Astrith Manrique Olarte', ' Carlos Adolfo Ardila Espinosa', ' Pedro Baracutao García Ospina', ' Olga Beatriz González Correa', ' Alfredo Mondragón Garzón', ' David Alejandro Toro Ramírez', ' Carmen Felisa Ramírez Boscán', ' Pedro José Súarez VaccaCarlos Alberto Benavides Mora', ' Robert Daza Guevara', ' Wilson Arias Castillo']",Trámite en Comisión,Comisión Primera Constitucional Permanente,Cámara,2023 - 2024,Por la cual se crea la Empresa Colombiana de Minerales ECOMINERALES se determina su objeto su naturaleza su estructura orgánica y se dictan otras disposiciones,"['Carlos Alberto Benavides Mora', 'Robert Daza Guevara', 'Wilson Arias Castillo', 'Leyla Marleny Rincón Trujillo', 'Jorge Andrés Cancimance López', 'Jairo Reinaldo Cala Suárez', 'Carlos Alberto Carreño Marin', 'John Jairo González Agudelo', 'William Ferney Aljure Martínez', 'Gabriel Ernesto Parrado Durán', 'Jorge Eliécer Tamayo Marulanda', 'Heraclito Landinez Suárez', 'Erick Adrián Velasco Burbano', 'Karen Astrith Manrique Olarte', 'Carlos Adolfo Ardila Espinosa', 'Pedro Baracutao García Ospina', 'Olga Beatriz González Correa', 'Alfredo Mondragón Garzón', 'David Alejandro Toro Ramírez', 'Carmen Felisa Ramírez Boscán', 'Pedro José Súarez Vacca', 'Ministro de Minas y Energía Andrés Camacho Morales']",Cámara 344 2023C Senado,Cámara 2023 12 14 Senado,Ley Ordinaria,Gaceta N 11 de 2024,ECOMINERALES tendrá por objeto realizar en Colombia o en el exterior actividades de exploración construcción y montaje explotación cierre minero transformación beneficio aprovechamiento y o comercialización de minerales estratégicos y otros minerales sus derivados y productos principalmente orientados a la industrialización del país transición energética desarrollo agrícola e infraestructura pública y cualquier actividad relacionada con las cadenas productivas y el apoyo a la promoción y la formalización del sector minero para lo cual podrá realizar las actividades industriales y comerciales correspondientes actividades de investigación desarrollo e innovación en toda la cadena productiva directamente o por medio de contratos de diferente naturaleza celebrados con personas naturales o jurídicas públicas o privadas nacionales o extranjeras Observaciones Primer debate cámara PONENTES Coordinador es H R Pedro José Súarez Vacca H R Oscar Hernán Sánchez León H R Ana Paola García Soto H R Gersel Luis Pérez Altamiranda H R Diógenes Quintero Amaya H R Hernán Darío Cadavid Márquez H R Santiago Osorio Marín H R Ruth Amelia Caycedo Rosero H R Marelen Castillo Torres H R Luis Alberto Albán Urbano Publicaciones Ponencia Primer Debate Documento Ponencia Primer Debate negativa HH RR Gersel Pérez Hernán Cadavid y Marelen Castillo Documento,Primer debate cámara PONENTES Coordinador es H R Pedro José Súarez Vacca H R Oscar Hernán Sánchez León H R Ana Paola García Soto H R Gersel Luis Pérez Altamiranda H R Diógenes Quintero Amaya H R Hernán Darío Cadavid Márquez H R Santiago Osorio Marín H R Ruth Amelia Caycedo Rosero H R Marelen Castillo Torres H R Luis Alberto Albán Urbano Publicaciones Ponencia Primer Debate Documento Ponencia Primer Debate negativa HH RR Gersel Pérez Hernán Cadavid y Marelen Castillo Documento,2023 12 14,,https://www.camara.gov.co/ecominerales
343/2023C,,POBREZA ENERGETICA DE LA GUAJIRA,Ley Ordinaria,"['Ministro de Minas y Energía - Andrés Camacho Morales Gabriel Ernesto Parrado Durán', ' John Jairo González Agudelo', ' Carlos Alberto Carreño Marin', ' Carlos Adolfo Ardila Espinosa', ' David Alejandro Toro Ramírez', ' William Ferney Aljure Martínez', ' Jorge Eliécer Tamayo Marulanda', ' Olga Beatriz González Correa', ' Heraclito Landinez Suárez', ' Karen Astrith Manrique Olarte', ' Pedro Baracutao García Ospina', ' Jairo Reinaldo Cala Suárez', ' Alfredo Mondragón Garzón', ' Jorge Andrés Cancimance López', ' Leyla Marleny Rincón Trujillo', ' Erick Adrián Velasco Burbano', ' Carmen Felisa Ramírez BoscánCarlos Alberto Benavides Mora', ' Robert Daza Guevara', ' Wilson Arias Castillo']",Trámite en Comisión,Comisión Quinta Constitucional Permanente,Cámara,2023 - 2024,Por el cual se toman medidas para la superación de la pobreza energética y la Transición Energética Justa en el departamento de La Guajira,"['Carlos Alberto Benavides Mora', 'Robert Daza Guevara', 'Wilson Arias Castillo', 'Gabriel Ernesto Parrado Durán', 'John Jairo González Agudelo', 'Carlos Alberto Carreño Marin', 'Carlos Adolfo Ardila Espinosa', 'David Alejandro Toro Ramírez', 'William Ferney Aljure Martínez', 'Jorge Eliécer Tamayo Marulanda', 'Olga Beatriz González Correa', 'Heraclito Landinez Suárez', 'Karen Astrith Manrique Olarte', 'Pedro Baracutao García Ospina', 'Jairo Reinaldo Cala Suárez', 'Alfredo Mondragón Garzón', 'Jorge Andrés Cancimance López', 'Leyla Marleny Rincón Trujillo', 'Erick Adrián Velasco Burbano', 'Carmen Felisa Ramírez Boscán', 'Ministro de Minas y Energía Andrés Camacho Morales']",Cámara 343 2023C Senado,Cámara 2023 12 14 Senado,Ley Ordinaria,Gaceta N 11 de 2024,La presente Ley tiene por objeto tomar medidas para la superación de la pobreza energética y la promoción de la Transición Energética Justa TEJ en el departamento de La Guajira orientado por la necesidad de superar la crisis humanitaria y el estado de cosas inconstitucionales o evitar la extensión de sus efectos Observaciones,,2023 12 14,,https://www.camara.gov.co/pobreza-energetica-de-la-guajira
342/2023C,,ECONOMÍA POPULAR,Ley Ordinaria,"['Dorina Hernández Palomino', ' Etna Tamara Argote Calderón', ' Gloria Elena Arizabaleta Corral', ' Pedro José Súarez Vacca', ' Norman David Bañol Álvarez', ' Erick Adrián Velasco Burbano', ' Heraclito Landinez Suárez', ' Jorge Andrés Cancimance López', ' Mary Anne Andrea Perdomo', ' Ingrid Johana Aguirre Juvinao', ' José Alberto Tejada Echeverry', ' Susana Gómez Castaño', ' Jorge Hernán Bastidas Rosero', ' Carlos Alberto Carreño Marin', ' Pedro Baracutao García Ospina', ' Jairo Reinaldo Cala Suárez', ' Germán José Gómez López', ' Luis Alberto Albán Urbano', ' Jorge Alejandro Ocampo Giraldo', ' Leyla Marleny Rincón Trujillo']",Trámite en Comisión,Comisión Séptima Constitucional Permanente,Cámara,2023 - 2024,POR LA CUAL SE REGULA LA ECONOMÍA POPULAR Y COMUNITARIA PARA GARANTIZAR SU SOSTENIBILIDAD Y SE DICTAN OTRAS DISPOSICIONES,"['Dorina Hernández Palomino', 'Etna Tamara Argote Calderón', 'Gloria Elena Arizabaleta Corral', 'Pedro José Súarez Vacca', 'Norman David Bañol Álvarez', 'Erick Adrián Velasco Burbano', 'Heraclito Landinez Suárez', 'Jorge Andrés Cancimance López', 'Mary Anne Andrea Perdomo', 'Ingrid Johana Aguirre Juvinao', 'José Alberto Tejada Echeverry', 'Susana Gómez Castaño', 'Jorge Hernán Bastidas Rosero', 'Carlos Alberto Carreño Marin', 'Pedro Baracutao García Ospina', 'Jairo Reinaldo Cala Suárez', 'Germán José Gómez López', 'Luis Alberto Albán Urbano', 'Jorge Alejandro Ocampo Giraldo', 'Leyla Marleny Rincón Trujillo']",Cámara 342 2023C Senado,Cámara 2023 12 13 Senado,Ley Ordinaria,Gaceta N 1823 de 2023,La presente ley tiene por objeto reconocer fomentar formar incentivar y proteger todas las expresiones de la Economía Popular así como a la dignidad de las personas cultoras de su desarrollo de una forma integral y garantizar su sostenibilidad Observaciones Primer debate cámara PONENTES Coordinador es H R Héctor David Chaparro Chaparro H R Juan Carlos Vargas Soler H R Germán José Gómez López H R Leider Alexandra Vásquez Ochoa H R Betsy Judith Pérez Arango H R Andrés Eduardo Forero Molina H R Gerardo Yepes Caro H R Camilo Esteban Ávila Morales H R Betsy Judith Pérez Arango Publicaciones Mincomecio I C B F Minjusticia Gaceta N 314 de 2024 Documento Mincultura Gaceta N 291 de 2024 ICBF Concepto Ministerio de Justicia Concepto Concepto Superintendencia de Comercio industria y turismo,Primer debate cámara PONENTES Coordinador es H R Héctor David Chaparro Chaparro H R Juan Carlos Vargas Soler H R Germán José Gómez López H R Leider Alexandra Vásquez Ochoa H R Betsy Judith Pérez Arango H R Andrés Eduardo Forero Molina H R Gerardo Yepes Caro H R Camilo Esteban Ávila Morales H R Betsy Judith Pérez Arango Publicaciones Mincomecio I C B F Minjusticia Gaceta N 314 de 2024 Documento Mincultura Gaceta N 291 de 2024 ICBF Concepto Ministerio de Justicia Concepto Concepto Superintendencia de Comercio industria y turismo,2023 12 13,,https://www.camara.gov.co/economia-popular
341/2023C,121/2022S,SERVICIOS DE TELECOMUNICACIONES Y TIC'S,Ley Ordinaria,['Jorge Alberto Cerchiaro FigueroaAlfredo Rafael Deluque Zuleta'],Trámite en Comisión,Comisión Sexta o de Transportes y Comunicaciones,Senado,2023 - 2024,POR LA CUAL SE DECLARA DE UTILIDAD PÚBLICA E INTERÉS SOCIAL EL TENDIDO CONSTRUCCIÓN INSTALACIÓN AMPLIACIÓN MODIFICACIÓN OPERACIÓN Y MANTENIMIENTO DE LAS REDES PARA LA PROVISIÓN DE SERVICIOS PÚBLICOS DE TELECOMUNICACIONES Y SE DICTAN OTRAS DISPOSICIONES,"['Alfredo Rafael Deluque Zuleta', 'Jorge Alberto Cerchiaro Figueroa']",Cámara 341 2023C Senado 121 2022S,Cámara 2023 12 12 Senado 2022 08 16,Ley Ordinaria,,Observaciones Primer debate cámara PONENTES Coordinador es H R Ciro Antonio Rodríguez Pinzón Publicaciones Ponencia Primer Debate Gaceta N 259 de 2024,Primer debate cámara PONENTES Coordinador es H R Ciro Antonio Rodríguez Pinzón Publicaciones Ponencia Primer Debate Gaceta N 259 de 2024,2023 12 12,2022 08 16,https://www.camara.gov.co/servicios-de-telecomunicaciones-y-tics
340/2023C,295/2023S,POLITICA DE SALUD TUBERCULOSIS,Ley Ordinaria,"['Soledad Tamayo Tamayo', ' Marcos Daniel Pineda García', ' Beatriz Lorena Ríos Cuellar']",Trámite en Comisión,Comisión Séptima Constitucional Permanente,Senado,2023 - 2024,POR LA CUAL SE ESTABLECE UNA POLÍTICA PÚBLICA DE SALUD Y PROTECCIÓN SOCIAL A FAVOR DE LAS PERSONAS AFECTADAS POR LA TUBERCULOSIS TB Y SE DICTAN OTRAS DISPOSICIONES,"['Soledad Tamayo Tamayo', 'Marcos Daniel Pineda García', 'Beatriz Lorena Ríos Cuellar']",Cámara 340 2023C Senado 295 2023S,Cámara 2023 12 12 Senado 2023 03 24,Ley Ordinaria,,Observaciones Primer debate cámara PONENTES Coordinador es H R Andrés Eduardo Forero Molina Publicaciones Ministerio de Hacienda Documento Ponencia Primer Debate Documento Segundo debate cámara PONENTES Coordinador es H R Andrés Eduardo Forero Molina Publicaciones,Primer debate cámara PONENTES Coordinador es H R Andrés Eduardo Forero Molina Publicaciones Ministerio de Hacienda Documento Ponencia Primer Debate Documento Segundo debate cámara PONENTES Coordinador es H R Andrés Eduardo Forero Molina Publicaciones,2023 12 12,2023 03 24,https://www.camara.gov.co/politica-de-salud-tuberculosis
339/2023C,,ELIMINACIÓN IMPUESTOS PRODUCTOS PLASTICOS,Ley Ordinaria,['Enrique Cabrales Baquero'],Retirado,Comisión Tercera o de Hacienda y Crédito Público,Cámara,2023 - 2024,Por medio del cual se elimina el impuesto nacional sobre productos plásticos de un solo uso utilizados para envasar embalar o empacar bienes y se dictan otras disposiciones,['Enrique Cabrales Baquero'],Cámara 339 2023C Senado,Cámara 2023 12 12 Senado,Ley Ordinaria,Gaceta N 1823 de 2023,La presente ley tiene por objeto derogar el impuesto nacional sobre productos plásticos de un solo uso utilizados para envasar embalar o empacar bienes contenido en el capítulo II del título IV de la Ley 2277 de 2022 Observaciones RETIRADO ART 155 LEY 5ta DE 1992,RETIRADO ART 155 LEY 5ta DE 1992,2023 12 12,,https://www.camara.gov.co/eliminacion-impuestos-productos-plasticos
