No Senado,No Cámara,Objeto de proyecto,Título,Autor,Origen,Fecha de radicación,Comisión,Estado,Contenido,Observaciones,url,Cuatrienio,Legislatura
005 23 Acumulado Pl 086 23,,"POR MEDIO DE LA CUAL SE DICTAN DISPOSICIONES ORIENTADAS A AJUSTAR Y FORTALECER EL SISTEMA GENERAL DE SEGURIDAD SOCIAL EN SALUD, GARANTIZAR A TODA LA POBLACIÓN EL DERECHO FUNDAMENTAL A LA SALUD CONSAGRADO EN LA LEY 1751 DE 2015, MEJORAR LOS RESULTADOS EN SALUD, AUMENTAR LA SATISFACCIÓN DEL USUARIO Y GARANTIZAR LA SOSTENIBILIDAD DEL SISTEMA DE SALUD",DICTAN DISPOSICIONES ORIENTADAS A AJUSTAR Y FORTALECER EL SISTEMA GENERAL DE SEGURIDAD SOCIAL EN SALUD,"['CARLOS FERNANDO MOTOA', ' DAVID LUNA', ' JORGE BENEDETTI', ' JOSÉ LUIS PÉREZ', ' ANTONIO ZABARAIN', ' CARLOS JULIO GONZÁLEZ', ' CARLOS ABRAHAM JIMÉNEZ', ' CARLOS FARELO', ' DIDIER LOBO', ' EDGAR JESÚS DÍAZ', ' ANA MARÍA CASTAÑEDA', ' ADRIANA ARBELAEZ', ' GERSEL PÉREZ', ' JORGE MENDEZ', ' JULIO CESAR TRIANA', ' RODRIGO CAMPO', ' DILSON MURCIA', ' BAYARDO BETANCOURT', ' CARLOS ALBERTO CUENCA', ' NESTOR LEONARDO RICO', ' JAVIER SANCHEZ', ' JOHN EDGAR PÉREZ', ' MAURICIO PARODI', ' MODESTO AGUILERA', ' JAIME RODRÍGUEZ', ' SANDRA MILENA RAMIREZ', ' HERNANDO GONZÁLEZ', ' LINA MARIA GARRIDO', ' BETSY JUDITH PÉREZ', ' JAIRO HUMBERTO\xa0CRISTO.']",SENADO DE LA REPUBLICA,20 Julio 2023,PRIMERA,PENDIENTE DISCUTIR PONENCIA PARA PRIMER DEBATE EN SENADO,,SALUD,https://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2023-2024/article/5,2022 - 2026,2023 - 2024
006 23,,POR MEDIO DE LA CUAL SE REGULA EL ACCESO AL DERECHO FUNDAMENTAL A LA MUERTE DIGNA BAJO LA MODALIDAD DE MUERTE MÉDICAMENTE ASISTIDA Y SE DICTAN OTRAS DISPOSICIONES,REGULA EL ACCESO AL DERECHO FUNDAMENTAL A LA MUERTE DIGNA BAJO LA MODALIDAD DE MUERTE MÉDICAMENTE ASISTIDA Y SE DICTAN OTRAS DISPOSICIONES,"['JUAN CARLOS LOZADA VARGAS', ' LUIS ALBERTO ALBÁN URBANO', ' JUAN SEBASTIAN GOMEZ GONZÁLES', ' LUZ MARIA MUNERA MEDINA', ' CATHERINE JUVINAO CLAVIJO', ' MODESTO AGUILERA VIDES', ' LEIDER ALEXANDRA VÁSQUEZ OCHOA', ' PEDRO JOSÉ VACCA SUÁREZ', ' JORGE MÉNDEZ HERNÁNDEZ', ' ELIZABETH JAY PANG DÍAZ', ' MARÍA FERNANDA CARRASCAL ROJAS', ' HECTOR DAVID CHAPARRO', ' KATHERINE MIRANDA', ' ALIRIO URIBE MUÑÓZ', ' DANIEL CARAVALHO MEJÍA', ' GERMÁN ROGELIO ROZO ANÍS', ' ERICK VELASCO BURBANO', ' GABRIEL BECERRA YAÑEZ', ' JAIRO CALA SUÁREZ', ' SANTIAGO OSORIO MARÍN', ' ANDRÉS CADAVID CALLE AGUAS', ' DAVID RACERO MAYORCA', ' ALEJANDRO GARCÍA RÍOS', ' JENNIFER PEDRAZA SANDOVAL', ' OLGA BEATRIZ GONZALEZ', ' CAROLINA GIRALDO BOTERO', ' ANDRÉS CANCIMANCE LÓPEZ y los Honorables Senadores HUMBERTO DE LA CALLE LOMBANA', ' JULIO ALBERTO ELÍAS VIDAL', ' INTI ASPRILLA REYES', ' ESMERALDA HERNÁNDEZ\xa0SILVA']",SENADO DE LA REPUBLICA,20 Julio 2023,PRIMERA,ARCHIVADO,,SALUD,https://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2023-2024/article/6,2022 - 2026,2023 - 2024
007 23,,POR LA CUAL SE ORGANIZA EL SERVICIO PÚBLICO DE LA FORMACIÓN PARA EL TRABAJO Y SE DICTAN OTRAS DISPOSICIONES,ORGANIZA EL SERVICIO PÚBLICO DE LA FORMACIÓN PARA EL TRABAJO Y SE DICTAN OTRAS DISPOSICIONES,"['NORMA HURTADO SÁNCHEZ', ' JULIO ALBERTO ELÍAS VIDAL', ' JUAN FELIPE LEMOS URIBE', ' NICOLÁS ALBEIRO ECHVERRI ALVARÁN', ' TERESA ENRIQUEZ ROSERO', ' HERNANDO GUIDA PONCE', ' ALEXANDER GUARIN SILVA', ' VICTOR MANUEL SALCEDO GUERRERO', ' JUAN DIEGO MUÑOZ CABRERA', ' MILENE JARAVA DÍAZ', ' WILMER RAMIRO CARRILLO MENDOZA', ' ÁLVARO HENRY MONEDERO RIVERA', ' ASTRID SANCHEZ MONTES DE OCA', ' DIEGO FERNANDO CAICEDO', ' ANA PAOLA\xa0GARCÍA\xa0SOTO']",SENADO DE LA REPUBLICA,20 Julio 2023,SEPTIMA,ARCHIVADO,,TRABAJO,https://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2023-2024/article/7,2022 - 2026,2023 - 2024
008 23,,"POR MEDIO DEL CUAL SE CREA LA MODALIDAD DE ARBITRAJE PARA PROCESOS EJECUTIVOS, MEDIANTE EL PACTO ARBITRAL EJECUTIVO, CON EL OBJETIVO DE CONTRIBUIR A LA DESCONGESTIÓN DEL SISTEMA JUDICIAL",POR MEDIO DEL CUAL SE CREA LA MODALIDAD DE ARBITRAJE PARA PROCESOS EJECUTIVOS,['HUMBERTO DE LA CALLE LOMBANA'],SENADO DE LA REPUBLICA,20 Julio 2023,PRIMERA,PENDIENTE DE ENVIAR A COMISIÓN EN CÁMARA,,JURIDICO,https://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2023-2024/article/8,2022 - 2026,2023 - 2024
009 23,,"MEDIANTE LA CUAL SE MODIFICA LA LEY 1523 DE 2012, RECONOCIENDO E INCLUYENDO A LOS ANIMALES DENTRO DE LA POLÍTICA DE GESTIÓN DE RIESGOS DE DESASTRE Y SE DICTAN OTRAS DISPOSICIONES",MEDIANTE LA CUAL SE MODIFICA LA LEY 1523 DE 2012,"['ESMERALDA HERNÁNDEZ SILVA', ' PEDRO HERNANDO FLÓREZ PORRAS', ' CLARA EUGENIA LÓPEZ OBREGÓN', ' CATALINA PÉREZ PÉREZ', ' OMAR DE JESÚS RESTREPO', ' ISABEL CRISTINA ZULETA LÓPEZ', ' PIEDAD CÓRDOBA RUÍZ', ' AÍDA AVELLA ESQUIVEL', ' MARÍA JOSÉ PIZARRO RODRÍGUEZ', ' AIDA MARINA QUILCUE VIVAS', ' SANDRA RAMIREZ LOBO SILVA', ' ALIRIO URIBE MUÑÓZ', ' EDUARD SARMIENTO HIDALGO', ' ERICK ADRIAN VELASCO BURBANO', ' LISBETH ALFONSO JURADO', ' ANDRÉS CANCIMANCE LÓPEZ', ' HERÁCLITO LANDINEZ SUÁREZ', ' GABRIEL BECERRA YAÑEZ', ' MARIA DEL MAR PIZARRO GARCÍA', ' ALEJANDRO OCAMPO GIRALDO', ' AGMETH SCAFF TIJERINO', ' MARIA FERNANDA CARRASCAL ROJAS', ' PEDRO SUÁREZ VACCA', ' NORMAL BAÑOL ÁLVAREZ', ' y otras firmas ilegibles.']",SENADO DE LA REPUBLICA,24 Julio 2023,SEXTA,PENDIENTE DE ENVIAR A CÁMARA,,ANIMAL,https://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2023-2024/article/9,2022 - 2026,2023 - 2024
010 23,,POR LA CUAL SE CREA LA AGENCIA NACIONAL DE SEGURIDAD DIGITAL Y SE FIJAN ALGUNAS COMPETENCIAS ESPECÍFICAS,CREA LA AGENCIA NACIONAL DE SEGURIDAD DIGITAL Y SE FIJAN ALGUNAS COMPETENCIAS ESPECÍFICAS,"['DAVID LUNA SÁNCHEZ', ' ANA MARÍA CASTAÑEDA', ' INGRID MARELEN SOGAMOSO ALONSO']",SENADO DE LA REPUBLICA,24 Julio 2023,PRIMERA,PENDIENTE DISCUTIR PONENCIA PARA SEGUNDO DEBATE EN SENADO,,DIGITAL,https://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2023-2024/article/10,2022 - 2026,2023 - 2024
011 23,060 22,POR MEDIO DE LA CUAL SE DICTAN DISPOSICIONES PARA LA REDUCCIÓN DE LAS DESIGUALDADES DE GÉNERO EN EL SECTOR DE LA INFRAESTRUCTURA CIVIL Y LA CONSTRUCCIÓN EN COLOMBIA A TRAVÉS DE LA ESTRATEGIA MÁS MUJERES CONSTRUYENDO,DICTAN DISPOSICIONES PARA LA REDUCCIÓN DE LAS DESIGUALDADES DE GÉNERO EN EL SECTOR DE LA INFRAESTRUCTURA CIVIL Y LA CONSTRUCCIÓN EN COLOMBIA A TRAVÉS DE LA ESTRATEGIA MÁS MUJERES CONSTRUYENDO,"['JUAN CARLOS GARCÉS ROJAS', ' JOHN MOISES BESAILE FAYAD', ' BERNER LEÓN ZAMBRANO ERAZO', ' JULIO ELÍAS CHAGUI FLÓREZ', ' ANTONIO JOSÉ CORREA JIMÉNEZ', ' JUAN FELIPE LEMOS URIBE', ' ANA PAOLA GARCÍA SOTO', ' JOSÉ ELIÉCER SALAZAR LÓPEZ', ' ASTRID SÁNCHEZ MONTES DE OCA', ' MILENE JARAVA DÍAZ', ' JORGE ELIÉCER TAMAYO MARULANDA', ' VÍCTOR MANUEL SALCEDO GUERRERO', ' SARAY ELENA ROBAYO BECHARA', ' ALEXANDER GUARÍN SILVA', ' ANA ROGELIA MONSALVE ÁLVAREZ', ' TERESA DE JESÚS ENRÍQUEZ ROSERO', ' DIEGO FERNANDO CAICEDO NAVAS', ' JORGE ALBERTO CERCHIARO FIGUEROA']",CÁMARA DE REPRESENTANTES,26 Julio 2022,SEPTIMA,PENDIENTE ENVIAR A SANCIÓN,,MUJER,https://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2023-2024/article/11,2022 - 2026,2023 - 2024
012 23,112 22,POR MEDIO DEL CUAL SE ESTABLECEN CONDICIONES Y REQUISITOS ESPECIALES PARA EL TRANSPORTE DE FAUNA SILVESTRE RESCATADA O DECOMISADA,POR MEDIO DEL CUAL SE ESTABLECEN CONDICIONES Y REQUISITOS ESPECIALES PARA EL TRANSPORTE DE FAUNA SILVESTRE RESCATADA O DECOMISADA,"['ANGÉLICA LISBETH LOZANO CORREA', ' ANDREA PADILLA VILLARRAGA', ' INTI RAÚL ASPRILLA REYES', ' IVÁN LEONIDAS NAME VÁSQUEZ', ' EDWING FABIÁN DÍAZ PLATA', ' ANA CAROLINA ESPITIA JEREZ', ' JONATHAN FERNEY PULIDO HERNÁNDEZ', ' DANIEL CARVALHO MEJÍA', ' JAIME RAÚL SALAMANCA TORRES', ' ELKIN RODOLFO OSPINA OSPINA', ' JUAN DIEGO MUÑOZ CABRERA', ' CAROLINA GIRALDO BOTERO', ' CATHERINE JUVINAO CLAVIJO', ' JULIA MIRANDA LONDOÑO', ' SANTIAGO OSORIO MARÍN', ' CRISTIAN DANILO AVENDAÑO FINO', ' MARTHA LISBETH ALFONSO JURADO', ' JUAN SEBASTIÁN GÓMEZ GONZÁLES', ' WILDER IBERSON ESCOBAR ORTIZ']",CÁMARA DE REPRESENTANTES,04 Agosto 2022,QUINTA,PENDIENTE ENVIAR A SANCIÓN,,ANIMAL,https://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2023-2024/article/12,2022 - 2026,2023 - 2024
013 23,,"POR MEDIO DEL CUAL SE MODIFICA LA LEY 99 DE 1993 Y SE DICTAN OTRAS DISPOSICIONES CON RELACIÓN AL FUNCIONAMIENTO, NÚMERO, GOBERNANZA Y TRANSPARENCIA DE LAS CORPORACIONES AUTONOMAS REGIONALES.",POR MEDIO DEL CUAL SE MODIFICA LA LEY 99 DE 1993 Y SE DICTAN OTRAS DISPOSICIONES CON RELACIÓN AL FUNCIONAMIENTO,"['CARLOS MARIO FARELO DAZA', ' DIDIER LOBO CHINCHILLA', ' EDGAR JESUS DIAZ CONTRERAS', ' CARLOS ABRAHAM JIMENEZ LOPEZ', ' ANA MARIA CASTAÑEDA GOMEZ', ' LINA MARIA GARRIDO MARTIN', ' BETSY JUDITH PEREZ ARANGO', ' JAIRO HUMBERTO CRISTO CORREA', ' MODESTO ENRIQUE AGUILERA VIDES', ' JAIME RODRIGUEZ CONTRERAS', ' SANDRA MILENA RAMIREZ CAVIEDES', ' HERNANDO GONZALEZ', ' NESTOR LEONARDO RICO RICO', ' JAVIER ALEXANDER SANCHEZ REYES', ' JOHN EDGAR PEREZ ROJAS', ' MAURICIO PARODI DIAZ', ' OSCAR RODRIGO CAMPO HURTADO', ' JORGE DILSON MURCIA OLAYA', ' BAYARDO GILBERTO BETANCOURT', ' CARLOS ALBERTO CUENCA CHAUX', ' ADRIANA CAROLINA ARBELAEZ', ' GERSEL LUIS PEREZ ALTAMIRANDA', ' JORGE MENDEZ HERNANDEZ', ' JULIO CESAR TRIANA QUINTERO.']",SENADO DE LA REPUBLICA,27 Julio 2023,QUINTA,ARCHIVADO,,AMBIENTE,https://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2023-2024/article/13,2022 - 2026,2023 - 2024
014 23,,POR EL CUAL SE REGULA EL DERECHO FUNDAMENTAL A LA CONSULTA PREVIA Y SE DICTAN OTRAS DISPOSICIONES,POR EL CUAL SE REGULA EL DERECHO FUNDAMENTAL A LA CONSULTA PREVIA Y SE DICTAN OTRAS DISPOSICIONES,"['JORGE BENEDETTI MARTELO', ' JOSÉ LUIS PÉREZ OYUELA', ' ANTONIO ZABARAIN GUEVARA', ' CARLOS JULIO GONZALEZ VILLA', ' CARLOS ABRAHAM JIMÉNEZ LÓPEZ', ' CARLOS MARIO FARELO DAZA', ' DIDIER LOBO CHINCHILLA', ' EDGAR DÍAZ CONTRERAS', ' ANA MARÍA CASTAÑEDA GÓMEZ', ' ADRIANA CAROLINA ARBELAEZ', ' JULIO CESAR TRIANA QUINTERO', ' OSCAR RODRIGO CAMPO HURTADO', ' BAYARDO GILBERTO BETANCOURT', ' CARLOS ALBERTO CUENCA CHAUX', ' NESTOR LEONARDO RICO RICO', ' JOHN EDGAR PEREZ ROJAS', ' MAURICIO PARODI DIAZ', ' MODESTO E. AGUILERA VIDES', ' JAIME RODRIGUEZ CONTRERAS', ' SANDRA MILENA RAMIREZ CAVIEDES', ' HERNANDO GONZÁLEZ', ' LINA MARIA GARRIDO MARTIN', ' BETSY JUDITH PÉREZ ARANGO', ' JAIRO HUMBERTO CRISTO CORREA.']",SENADO DE LA REPUBLICA,25 Julio 2023,PRIMERA,ARCHIVADO,,JUDICIAL,https://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2023-2024/article/14,2022 - 2026,2023 - 2024
015 23,,"POR LA CUAL SE ESTABLECEN LINEAMIENTOS PARA LA FORMULACIÓN DE LA POLÍTICA PÚBLICA DE PROTECCIÓN A LA FAUNA SILVESTRE EN LAS VÍAS TERRESTRES DEL PAÍS SE ESTABLECEN DISPOSICIONES RELACIONADAS CON LA CONSTRUCCIÓN DE INFRAESTRUCTURA PARA LA PRESERVACIÓN DE LA VIDA ANIMAL, SE CREA EL REGISTRO NACIONAL DE ANIMALES ATROPELLADOS EN VÍAS COLOMBIANAS Y SE DICTAN OTRAS DISPOSICIONES O LEY DE POLÍTICA PÚBLICA DE PROTECCIÓN A LA FAUNA SILVESRE EN LAS VÍAS TERRESTRES DEL PAÍS",ESTABLECEN LINEAMIENTOS PARA LA FORMULACIÓN DE LA POLÍTICA PÚBLICA DE PROTECCIÓN A LA FAUNA SILVESTRE EN LAS VÍAS TERRESTRES DEL PAÍS SE ESTABLECEN DISPOSICIONES RELACIONADAS CON LA CONSTRUCCIÓN DE INFRAESTRUCTURA PARA LA PRESERVACIÓN DE LA VIDA ANIMAL,['LAURA ESTHER FORTICH SÁNCHEZ'],SENADO DE LA REPUBLICA,25 Julio 2023,SEXTA,PENDIENTE DISCUTIR PONENCIA PARA SEGUNDO DEBATE EN SENADO,,ANIMAL,https://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2023-2024/article/15,2022 - 2026,2023 - 2024
016 23,,POR MEDIO DE LA CUAL SE ESTABLECEN DISPOSICIONES PARA PREVENIR LOS EFECTOS DE LA OBSOLESCENCIA PROGRAMADA DE DISPOSITIVOS ELECTRÓNICOS DE CONSUMO MASIVO EN COLOMBIA,ESTABLECEN DISPOSICIONES PARA PREVENIR LOS EFECTOS DE LA OBSOLESCENCIA PROGRAMADA DE DISPOSITIVOS ELECTRÓNICOS DE CONSUMO MASIVO EN COLOMBIA,['LAURA ESTHER FORTICH SÁNCHEZ'],SENADO DE LA REPUBLICA,25 Julio 2023,SEXTA,ARCHIVADO,,TECNOLOGIA,https://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2023-2024/article/16,2022 - 2026,2023 - 2024
017 23,,"POR LA CUAL SE ESTABLECE EL RECONOCIMIENTO DEL TIEMPO DOBLE EN NÚMERO DE SEMANAS COTIZADAS ANTE EL SISTEMA GENERAL DE PENSIONES AL PERSONAL MÉDICO Y DEMÁS TRABAJADORES DE LA SALUD O DE APOYO A ESTA QUE REALIZARON LA PRESTACIÓN PERSONAL DE SERVICIOS EN LA ATENCIÓN Y MITIGACIÓN DE LOS EFECTOS DERIVADOS DE LA PANDEMIA COVID 19, ENTRE EL 7 DE MARZO DE 2020 Y EL 6 DE MARZO DE 2021",ESTABLECE EL RECONOCIMIENTO DEL TIEMPO DOBLE EN NÚMERO DE SEMANAS COTIZADAS ANTE EL SISTEMA GENERAL DE PENSIONES AL PERSONAL MÉDICO Y DEMÁS TRABAJADORES DE LA SALUD O DE APOYO A ESTA QUE REALIZARON LA PRESTACIÓN PERSONAL DE SERVICIOS EN LA ATENCIÓN Y MITIGACIÓN DE LOS EFECTOS DERIVADOS DE LA PANDEMIA COVID 19,['LAURA ESTHER FORTICH SÁNCHEZ'],SENADO DE LA REPUBLICA,25 Julio 2023,SEPTIMA,PENDIENTE DISCUTIR PONENCIA PARA SEGUNDO DEBATE EN SENADO,,PENSION,https://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2023-2024/article/17,2022 - 2026,2023 - 2024
018 23,,"POR LA CUAL SE ESTABLECEN DISPOSICIONES PARA GARANTIZAR LA RESPONSABILIDAD PATRIMONIAL EN LAS ENTIDADES PROMOTORAS DE SALUD EPS , SE ADOPTAN LINEAMIENTOS PARA SU ACREDITACIÓN Y SE DICTAN OTRAS DISPOSICIONES",ESTABLECEN DISPOSICIONES PARA GARANTIZAR LA RESPONSABILIDAD PATRIMONIAL EN LAS ENTIDADES PROMOTORAS DE SALUD EPS ,['LAURA ESTHER FORTICH SÁNCHEZ'],SENADO DE LA REPUBLICA,25 Julio 2023,SEPTIMA,ARCHIVADO,,SALUD,https://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2023-2024/article/18,2022 - 2026,2023 - 2024
019 23,346 23,POR LA CUAL SE REDUCEN LAS BARRERAS PARA LA ADQUISICIÓN DE VIVIENDA POR MEDIO DE LOS CRÉDITOS HIPOTECARIOS Y SE DICTAN OTRAS DISPOSICIONES,REDUCEN LAS BARRERAS PARA LA ADQUISICIÓN DE VIVIENDA POR MEDIO DE LOS CRÉDITOS HIPOTECARIOS Y SE DICTAN OTRAS DISPOSICIONES,"['JULIO ALBERTO ELÍAS VIDAL', ' JOSÉ ALFREDO GNECCO', ' JUAN FELIPE LEMOS URIBE.']",SENADO DE LA REPUBLICA,25 Julio 2023,SEPTIMA,PENDIENTE DISCUTIR PONENCIA PARA SEGUNDO DEBATE EN CÁMARA,,VIVIENDA,https://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2023-2024/article/19,2022 - 2026,2023 - 2024
020 23,,POR MEDIO DE LA CUAL SE PROHÍBE A LAS INSTITUCIONES EDUCATIVAS PÚBLICAS Y PRIVADAS IMPEDIR EL ACCESO A LAS INSTALACIONES A ESTUDIANTES BAJO SU CUIDADO,PROHÍBE A LAS INSTITUCIONES EDUCATIVAS PÚBLICAS Y PRIVADAS IMPEDIR EL ACCESO A LAS INSTALACIONES A ESTUDIANTES BAJO SU CUIDADO,['FABIAN DIAZ PLATA.'],SENADO DE LA REPUBLICA,25 Julio 2023,SEXTA,ARCHIVADO,,EDUCACION,https://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2023-2024/article/20,2022 - 2026,2023 - 2024
021 23 acumulado con el 85 23,458 24,POR MEDIO DE LA CUAL SE CREA LA POLÍTICA PÚBLICA COLOMBIA CONSUME RESPONSABLE PARA PREVENIR LA PÉRDIDA Y EL DESPERDICIO DE BIENES DURADEROS Y SE DICTAN OTRAS DISPOSICIONES,CREA LA POLÍTICA PÚBLICA COLOMBIA CONSUME RESPONSABLE PARA PREVENIR LA PÉRDIDA Y EL DESPERDICIO DE BIENES DURADEROS Y SE DICTAN OTRAS DISPOSICIONES,['FABIAN DIAZ PLATA'],SENADO DE LA REPUBLICA,25 Julio 2023,QUINTA,PENDIENTE DESIGNAR PONENTES EN CÁMARA,,ALIMENTO,https://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2023-2024/article/21,2022 - 2026,2023 - 2024
022 23,,"POR MEDIO DE LA CUAL SE ADOPTAN MEDIDAS PARA PROMOVER EL ACCESO, LA PERMANENCIA Y LA CALIDAD EN EL SERVICIO PÚBLICO EDUCATIVO, EN LOS NIVELES DE EDUCACIÓN PREESCOLAR, BÁSICA, MEDIA Y SUPERIOR",ADOPTAN MEDIDAS PARA PROMOVER EL ACCESO,"['JULIO ALBERTO ELÍAS VIDAL', ' SANDRA YANETH JAIMES CRUZ']",SENADO DE LA REPUBLICA,25 Julio 2023,SEXTA,PENDIENTE DISCUTIR PONENCIA PARA SEGUNDO DEBATE EN SENADO,,EDUCACION,https://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2023-2024/article/22,2022 - 2026,2023 - 2024
023 23,,POR MEDIO DE LA CUAL SE CREA LA POLÍTICA PÚBLICA DE ACCESO AL CINE COLOMBIANO Y SE DICTAN OTRAS DISPOSICIONES,CREA LA POLÍTICA PÚBLICA DE ACCESO AL CINE COLOMBIANO Y SE DICTAN OTRAS DISPOSICIONES,['FABIAN DIAZ PLATA'],SENADO DE LA REPUBLICA,25 Julio 2023,SEXTA,PENDIENTE DISCUTIR PONENCIA PARA SEGUNDO DEBATE EN SENADO,,TECNOLOGIA,https://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2023-2024/article/23,2022 - 2026,2023 - 2024
024 23,,POR MEDIO DE LA CUAL SE ESTABLECE EL EXAMEN NACIONAL DE ESPECIALIDADES MÉDICAS COMO REQUISITO OBLIGATORIO DE MÉRITO Y OPORTUNIDAD EN LAS INSTITUCIONES Y FACULTADES NACIONALES DE MEDICINA PARA EL ACCESO A PROGRAMAS DE ESPECIALIZACIONES MÉDICAS,ESTABLECE EL EXAMEN NACIONAL DE ESPECIALIDADES MÉDICAS COMO REQUISITO OBLIGATORIO DE MÉRITO Y OPORTUNIDAD EN LAS INSTITUCIONES Y FACULTADES NACIONALES DE MEDICINA PARA EL ACCESO A PROGRAMAS DE ESPECIALIZACIONES MÉDICAS,['FABIAN DIAZ PLATA'],SENADO DE LA REPUBLICA,25 Julio 2023,SEXTA,ARCHIVADO,,SALUD,https://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2023-2024/article/24,2022 - 2026,2023 - 2024
025 23,,POR MEDIO DE LA CUAL SE PROMUEVE LA IMPLEMENTACIÓN DE TECHOS O TERRAZAS VERDES Y SE DICTAN OTRAS DISPOSICIONES,PROMUEVE LA IMPLEMENTACIÓN DE TECHOS O TERRAZAS VERDES Y SE DICTAN OTRAS DISPOSICIONES,"['FABIAN DIAZ PLATA', ' INTI RAUL ASPRILLA REYES']",SENADO DE LA REPUBLICA,25 Julio 2023,QUINTA,ARCHIVADO,,,https://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2023-2024/article/25,2022 - 2026,2023 - 2024
026 23,,POR LA CUAL SE REGULA LA TALA DE ARBOLES EN PROYECTOS DE DESAROLLO EN COLOMBIA,REGULA LA TALA DE ARBOLES EN PROYECTOS DE DESAROLLO EN COLOMBIA,"['FABIAN DIAZ PLATA', ' INTI RAUL ASPRILLA REYES']",SENADO DE LA REPUBLICA,25 Julio 2023,QUINTA,ARCHIVADO,,AMBIENTE,https://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2023-2024/article/26,2022 - 2026,2023 - 2024
027 23,,"POR MEDIO DEL CUAL SE DIGNIFICA LA PRÁCTICA RURAL SERVICIO SOCIAL OBLIGATORIO EN COLOMBIA PARA EL PERSONAL MEDICO, CON ÉNFASIS EN LAS ÁREAS DE BACTERIOLOGÍA, ENFERMERÍA, MEDICINA Y ODONTOLOGÍA Y SE DICTAN OTRAS DISPOSICIONES.",POR MEDIO DEL CUAL SE DIGNIFICA LA PRÁCTICA RURAL SERVICIO SOCIAL OBLIGATORIO EN COLOMBIA PARA EL PERSONAL MEDICO,"['FABIAN DIAZ PLATA', ' PIEDAD CORDOBA RUIZ']",SENADO DE LA REPUBLICA,25 Julio 2023,SEPTIMA,ARCHIVADO,,EDUCACION,https://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2023-2024/article/27,2022 - 2026,2023 - 2024
028 23,,"POR MEDIO DE LA CUAL SE ESTABLECEN LOS LINEAMIENTOS PARA QUE LA DIRECCIÓN DE IMPUESTOS Y ADUANAS NACIONALES DIAN DONE AL INSTITUTO COLOMBIANO DE BIENESTAR FAMILIAR ICBF ARTICULOS DE VESTIMENTA APREHENDIDOS, DECOMISADOS O ABANDONADOS Y SE DICTAN OTRAS DISPOSICIONES",ESTABLECEN LOS LINEAMIENTOS PARA QUE LA DIRECCIÓN DE IMPUESTOS Y ADUANAS NACIONALES DIAN DONE AL INSTITUTO COLOMBIANO DE BIENESTAR FAMILIAR ICBF ARTICULOS DE VESTIMENTA APREHENDIDOS,['FABIAN DIAZ PLATA'],SENADO DE LA REPUBLICA,25 Julio 2023,SEPTIMA,PENDIENTE RENDIR PONENCIA PARA SEGUNDO DEBATE EN SENADO,,,https://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2023-2024/article/28,2022 - 2026,2023 - 2024
