No Senado,No Cámara,Objeto de proyecto,Título,Autor,Origen,Fecha de radicación,Comisión,Estado,Contenido,Observaciones,url,Cuatrienio,Legislatura
256 24,313 22,"POR MEDIO DE LA CUAL SE PROMUEVE LA EDUCACIÓN SOCIOEMOCIONAL DE LOS NIÑOS, NIÑASY ADOLESCENTES EN LAS INSTITUCIONES EDUCATIVAS DE PREESCOLAR, PRIMARIA, BÁSICA Y MEDIA EN COLOMBIA",PROMUEVE LA EDUCACIÓN SOCIOEMOCIONAL DE LOS NIÑOS,['DOLCEY OSCAR TORRES ROMEROJAIME RAÚL SALAMANCA TORRESLUIS CARLOS OCHOA TOBÓN SUSANA GÓMEZ CASTAÑO CIRO ANTONIO RODRÍGUEZ PINZÓNDIEGO FERNANDO CAICEDO NAVAS PEDRO BARACUTAO GARCÍA OSPINA LINA MARÍA GARRIDO MARTÍNHERNANDO GONZÁLEZALFREDO APE CUELLO BAUTEEDUARD ALEXIS TRIANA RINCÓNDORINA HERNÁNDEZ PALOMINOALEJANDRO GARCÍA RÍOS INGRID MARLEN SOGAMOSO ALFONSOGERSON LISÍMACO MONTAÑO ARIZALA'],CÁMARA DE REPRESENTANTES,30 Noviembre 2022,SEXTA,LEY,,,https://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2023-2024/article/256,2022 - 2026,2023 - 2024
257 24,383 23,"POR EL CUAL SE PROMUEVE LA DONACIÓN DE ALIMENTOS, LA SEGURIDAD ALIMENTARIA Y SE APORTA AL OBJETIVO DE HAMBRE CERO EN COLOMBIA Y SE DICTAN OTRAS DISPOSICIONES",POR EL CUAL SE PROMUEVE LA DONACIÓN DE ALIMENTOS,"['JOHN MOISES BESAILE FAYAD', ' SARAY ELENA ROBAYO BECHARAHERNANDO GUIDA PONCEALEXANDER GUARÍN SILVAMILENE JARAVA DÍAZJOSÉ ELIÉCER SALAZAR LÓPEZWILMER RAMIRO CARRILLO MENDOZAJORGE ELIÉCER TAMAYO MARULANDA']",CÁMARA DE REPRESENTANTES,29 Marzo 2023,TERCERA,PENDIENTE ENVIAR A SANCIÓN,,ALIMENTO,https://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2023-2024/article/257,2022 - 2026,2023 - 2024
258 24,,POR MEDIO DE LA CUAL SE MODIFICA EL ARTÍCULO 26 DE LA LEY 909 DE 2004,MODIFICA EL ARTÍCULO 26 DE LA LEY 909 DE 2004,"['NICOLÁS ALBEIRO ECHEVERRI ALVARÁN', ' ANDRÉS FELIPE JIMÉNEZ VARGAS']",SENADO DE LA REPUBLICA,19 Marzo 2024,SEPTIMA,PENDIENTE DISCUTIR PONENCIA PARA SEGUNDO DEBATE EN SENADO,,TRABAJO,https://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2023-2024/article/258,2022 - 2026,2023 - 2024
259 24,399 24,"POR MEDIO DEL CUAL SE ESTABLECEN MECANISMOS PARA EL SALVAMENTO, CAPITALIZACIÓN Y REACTIVACIÓN EMPRESARIAL DE LAS SALINAS MARÍTIMAS DE MANAURE SAMA LTDA MENSAJE DE URGENCIA",POR MEDIO DEL CUAL SE ESTABLECEN MECANISMOS PARA EL SALVAMENTO,"['EL MINISTRO DE COMERCIO', ' INDUSTRIA Y TURISMO GERMAN UMAÑA MENDOZA', ' ALFREDO RAFAEL DELUQUE ZULETA', ' JULIO ELIAS VIDAL', ' MARTHA ISABEL PERALTA EPIEYU', ' JOHN JAIRO ROLDÁN AVENDAÑO', ' AIDA YOLANDA AVELLA ESQUIVEL', ' CLARA EUGENIA LÓPEZ OBREGÓN', ' CLAUDIA MARÍA PÉREZ GIRALDO', ' GLORIA INÉS FLÓREZ SCHNEIDER', ' SANDRA YANETH JAIMES CRUZ', ' CATALINA DEL SOCORRO PÉREZ PÉREZ', ' ISABEL CRISTINA ZULETA LÓPEZ', ' JAEL QUIROGA CARRILLO', ' OMAR DE JESÚS RESTREPO CORREA', ' PABLO CATATUMBO TORRES VICTORIA', ' SANDRA RAMÍREZ LOBO', ' ROBERT DAZA GUEVARA', ' JAIRO ALBERTO CASTELLANOS SERRANO', ' IMELDA DAZA COTES', ' GUSTAVO ADOLFO MORENO HURTADO', ' GUIDO ECHEVERRI PIEDRAHITA', ' INTI RAÚL ASPRILLA REYES', ' YULY ESMERALDA HERNÁNDEZ SILVA', ' PEDRO HERNANDO FLÓREZ PORRAS', ' JUAN FELIPE LEMOS URIBE', ' LAURA ESTHER FORTICH SANCHEZ', ' JULIÁN GALLO CUBILLOS', ' IVÁN CEPEDA CASTRO EDUARD GIOVANNY SARMIENTO HIDALGO', ' JOSÉ ELIÉCER SALAZAR LÓPEZ', ' OLGA LUCIA VELÁSQUEZ NIETO', ' JAIRO REINALDO CALA SUÁREZ', ' LUIS DAVID SÚAREZ CHADID', ' HUGO DANILO LOZANO PIMIENTO', ' GABRIEL ERNESTO PARRADO DURÁN', ' ALFREDO MONDRAGÓN GARZÓN', ' DAVID RICARDO RACERO MAYORCA', ' KAREN ASTRITH MANRIQUE OLARTE', ' JULIÁN DAVID LÓPEZ TENORIO', ' ERMES EVELIO PETE VIVAS', ' ANDRÉS GUILLERMO MONTES CELEDÓN', ' ETNA TAMARA ARGOTE CALDERÓN', ' JORGE HERNÁN BASTIDAS ROSERO', ' ANÍBAL GUSTAVO HOYOS FRANCO', ' JENNIFER DALLEY PEDRAZA SANDOVAL', ' GLORIA LILIANA RODRÍGUEZ VALENCIA', ' LEYLA MARLENY RINCÓN TRUJILLO', ' JORGE ELIÉCER TAMAYO MARULANDA', ' MARÍA FERNANDA CARRASCAL ROJAS', ' LUIS ALBERTO ALBÁN URBANO', ' CARMEN FELISA RAMÍREZ BOSCÁN', ' HAIVER RINCÓN GUTIÉRREZ', ' GLORIA ELENA ARIZABALETA CORRAL', ' HERACLITO LANDINEZ SUÁREZ', ' JORGE ANDRÉS CANCIMANCE LÓPEZ', ' PEDRO JOSÉ SÚAREZ VACCA', ' CARLOS ALBERTO CARREÑO MARIN', ' GABRIEL BECERRA YAÑEZ', ' MARY ANNE ANDREA PERDOMO', ' NORMAN DAVID BAÑOL ÁLVAREZ', ' SUSANA GÓMEZ CASTAÑO', ' DAVID ALEJANDRO TORO RAMÍREZ', ' PEDRO BARACUTAO GARCÍA OSPINA', ' GERMÁN JOSÉ GÓMEZ LÓPEZ', ' WILMER YAIR CASTELLANOS HERNÁNDEZ', ' ALIRIO URIBE MUÑOZ', ' MODESTO ENRIQUE AGUILERA VIDES', ' GERSEL LUIS PÉREZ ALTAMIRANDA', ' SANTIAGO OSORIO MARÍN', ' DOLCEY OSCAR TORRES ROMERO', ' PIEDAD CORREAL RUBIANO', ' JAMES HERMENEGILDO MOSQUERA TORRES', ' JAVIER ALEXANDER SÁNCHEZ REYES', ' FERNANDO DAVID NIÑO MENDOZA', ' HERNANDO GONZÁLEZ', ' ALEXANDER HARLEY BERMÚDEZ LASSO', ' DORINA HERNÁNDEZ PALOMINO', ' CÉSAR CRISTIAN GÓMEZ CASTRO', ' ERICK ADRIÁN VELASCO BURBANO', ' MAURICIO PARODI DÍAZ', ' JULIO CÉSAR TRIANA QUINTERO', ' MILENE JARAVA DÍAZ', ' WADITH ALBERTO MANZUR IMBETT', ' CIRO ANTONIO RODRÍGUEZ PINZÓN', ' MÓNICA KARINA BOCANEGRA PANTOJA', ' WILDER IBERSON ESCOBAR ORTIZ', ' OLGA BEATRIZ GONZÁLEZ CORREA', ' INGRID JOHANA AGUIRRE JUVINAO', ' ORLANDO CASTILLO ADVINCULA', ' ANDRÉS DAVID CALLE AGUAS', ' MARÍA DEL MAR PIZARRO GARCÍA', ' MARTHA LISBETH ALFONSO JURADO', ' JOHN EDGAR PÉREZ ROJAS', ' HERNANDO GUIDA PONCE']",CÁMARA DE REPRESENTANTES,13 Marzo 2024,CUARTA,PENDIENTE RENDIR PONENCIA PARA SEGUNDO DEBATE EN SENADO,,ECONOMIA,https://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2023-2024/article/259,2022 - 2026,2023 - 2024
260 24,275 22,POR MEDIO DEL CUAL SE PROMUEVE E INCENTIVA EL DESARROLLO DEL ECOSISTEMA DEL HIDRÓGENO DE CERO Y BAJAS EMISIONES EN COLOMBIA CON EL FIN DE GARANTIZAR UNA CORRECTA TRANSICIÓN ENERGÉTICA Y SE DICTAN OTRAS DISPOSICIONES ECONOMÍA DEL HIDRÓGENO.,POR MEDIO DEL CUAL SE PROMUEVE E INCENTIVA EL DESARROLLO DEL ECOSISTEMA DEL HIDRÓGENO DE CERO Y BAJAS EMISIONES EN COLOMBIA CON EL FIN DE GARANTIZAR UNA CORRECTA TRANSICIÓN ENERGÉTICA Y SE DICTAN OTRAS DISPOSICIONES ECONOMÍA DEL HIDRÓGENO.,"['NICOLÁS ANTONIO BARGUIL CUBILLOS', ' HÉCTOR MAURICIO CUÉLLAR PINZÓN', ' JUAN LORETO GÓMEZ SOTO', ' WADITH ALBERTO MANZUR IMBETT', ' JAIME RODRÍGUEZ CONTRERAS', ' JORGE ALEJANDRO OCAMPO GIRALDO', ' ERICK ADRIÁN VELASCO BURBANO', ' JULIO ROBERTO SALAZAR PÉRDOMO', ' JUAN CARLOS WILLS OSPINA', ' JULIÁN DAVID LÓPEZ TENORIO']",CÁMARA DE REPRESENTANTES,09 Noviembre 2022,QUINTA,ARCHIVADO,,AMBIENTE,https://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2023-2024/article/260,2022 - 2026,2023 - 2024
261 24,,"POR MEDIO DE LA CUAL SE REGULA EL ACCESO DE NIÑOS, NIÑAS Y ADOLESCENTES A LOS SERVICIOS DE REDES SOCIALES, PLATAFORMAS DIGITALES DE INTERACCIÓN SOCIAL, INTERNET Y SE DICTAN OTRAS DISPOSICIONES LEY DE PROTECCIÓN A MENORES DE EDAD EN REDES SOCIALES",REGULA EL ACCESO DE NIÑOS,"['ENRIQUE CABRALES BAQUERO', ' MARÍA FERNANDA CABAL MOLINA', ' HONORIO MIGUEL HENRÍQUEZ PINEDO', ' ESTEBAN QUINTERO CARDONA']",SENADO DE LA REPUBLICA,20 Marzo 2024,SEXTA,PENDIENTE RENDIR PONENCIA PARA SEGUNDO DEBATE EN SENADO,,TECNOLOGIA,https://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2023-2024/article/261,2022 - 2026,2023 - 2024
262 24,,POR MEDIO DE LA CUAL SE CREA EL SISTEMA DE INFORMACIÓN INDIVIDUAL DE PROCESOS PENALES Y SE DICTAN OTRAS DISPOSICIONES,CREA EL SISTEMA DE INFORMACIÓN INDIVIDUAL DE PROCESOS PENALES Y SE DICTAN OTRAS DISPOSICIONES,"['ANTONIO JOSÉ CORREA JIMÉNEZ', ' KARINA ESPINOSA OLIVER', ' JOHN JAIRO ROLDÁN AVENDAÑO', ' FABIO RAÚL AMIN SALEME', ' JUAN PABLO GALLO MAYA', ' HUMBERTO DE LA CALLE LOMBANA.']",SENADO DE LA REPUBLICA,20 Marzo 2024,PRIMERA,ARCHIVADO POR RETIRO DEL AUTOR,,JUDICIAL,https://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2023-2024/article/262,2022 - 2026,2023 - 2024
263 24,,"POR MEDIO DE LA CUAL LA NACIÓN SE ASOCIA A LA CONMEMORACIÓN DE LOS 485 AÑOS DE FUNDACIÓN DE MUNICIPIO DE CUMBAL, DEPARTAMENTO DE NARIÑO, RINDE HOMENAJE A SU POBLACIÓN Y SE DICTAN OTRAS DISPOSICIONES",POR MEDIO DE LA CUAL LA NACIÓN SE ASOCIA A LA CONMEMORACIÓN DE LOS 485 AÑOS DE FUNDACIÓN DE MUNICIPIO DE CUMBAL,"['RICHARD FUELANTALA DELGADO', ' TERESA ENRÍQUEZ ROSERO', ' JUAN DANIEL PEÑUELA CALVACHE', ' GERSON LISIMACO MONTAÑO ARIZALA', ' ERICK ADRIAN VELASCO BURBANO.']",SENADO DE LA REPUBLICA,20 Marzo 2024,SEGUNDA,PENDIENTE RENDIR PONENCIA PARA SEGUNDO DEBATE EN SENADO,,HONORES,https://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2023-2024/article/263,2022 - 2026,2023 - 2024
264 24,074 22,POR MEDIO DEL CUAL SE ESTABLECE LA RENTA BÁSICA A LA PERSONA MAYOR Y SE DICTAN OTRAS DISPOSICIONES,POR MEDIO DEL CUAL SE ESTABLECE LA RENTA BÁSICA A LA PERSONA MAYOR Y SE DICTAN OTRAS DISPOSICIONES,"['ALEJANDRO ALBERTO VEGA PÉREZ', ' OSCAR HERNÁN SÁNCHEZ LEÓN', ' HÉCTOR DAVID CHAPARRO CHAPARRO', ' DOLCEY OSCAR TORRES ROMERO', ' ANDRÉS DAVID CALLE AGUAS', ' JAIRO HUMBERTO CRISTO CORREA', ' GERMÁN ROGELIO ROZO ANÍS', ' CARLOS FELIPE QUINTERO OVALLE', ' HUGO ALFONSO ARCHILA SUÁREZ']",CÁMARA DE REPRESENTANTES,27 Julio 2022,SEPTIMA,ARCHIVADO,,,https://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2023-2024/article/264,2022 - 2026,2023 - 2024
265 24,291 22,POR MEDIO DEL CUAL SE ESTABLECEN LOS LINEAMIENTOS PARA LA FORMULACIÓN DE LA POLÍTICA NACIONAL DE MERCADEO AGROPECUARIO Y SE DICTAN OTRAS DISPOSICIONES,POR MEDIO DEL CUAL SE ESTABLECEN LOS LINEAMIENTOS PARA LA FORMULACIÓN DE LA POLÍTICA NACIONAL DE MERCADEO AGROPECUARIO Y SE DICTAN OTRAS DISPOSICIONES,"['ANA CAROLINA ESPITIA JEREZ', ' EDWING FABIÁN DÍAZ PLATA WILMER YAIR CASTELLANOS HERNÁNDEZ', ' JUAN DIEGO MUÑOZ CABRERA', ' ELKIN RODOLFO OSPINA OSPINA', ' FLORA PERDOMO ANDRADE', ' JAIME RODRÍGUEZ CONTRERAS', ' OLGA LUCIA VELÁSQUEZ NIETO', ' WILDER IBERSON ESCOBAR ORTIZ', ' JULIO ROBERTO SALAZAR PÉRDOMO', ' KAREN ASTRITH MANRIQUE OLARTE']",CÁMARA DE REPRESENTANTES,22 Noviembre 2022,QUINTA,PENDIENTE ENVIAR A SANCIÓN,,AGROPECUARIO,https://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2023-2024/article/265,2022 - 2026,2023 - 2024
266 24,152 22,POR MEDIO DE LA CUAL SE DICTAN DISPOSICIONES SOBRE LA FAMILIA DE CRIANZA,DICTAN DISPOSICIONES SOBRE LA FAMILIA DE CRIANZA,['JULIÁN DAVID LÓPEZ TENORIO'],CÁMARA DE REPRESENTANTES,24 Agosto 2022,PRIMERA,LEY,,JURIDICO,https://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2023-2024/article/266,2022 - 2026,2023 - 2024
267 24,,POR MEDIO LA CUAL SE PROMUEVE EL DISEÑO Y LA CONSTRUCCIÓN DE MONUMENTOS DE IDENTIDAD Y SE ESTABLECEN MEDIDAS PARA PROMOVER LA IDENTIDAD CULTURAL DE LOS MUNICIPIOS DE COLOMBIA,POR MEDIO LA CUAL SE PROMUEVE EL DISEÑO Y LA CONSTRUCCIÓN DE MONUMENTOS DE IDENTIDAD Y SE ESTABLECEN MEDIDAS PARA PROMOVER LA IDENTIDAD CULTURAL DE LOS MUNICIPIOS DE COLOMBIA,['DAVID LUNA SÁNCHEZ.'],SENADO DE LA REPUBLICA,02 Abril 2024,SEXTA,PENDIENTE RENDIR PONENCIA PARA SEGUNDO DEBATE EN SENADO,,MUNICIPIOS,https://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2023-2024/article/267,2022 - 2026,2023 - 2024
268 24,264 23,POR MEDIO DEL CUAL SE HABILITA EL USO DEL LLAMAMIENTO EN GARANTÍA EN LOS PROCESOS DE RESPONSABILIDAD OBJETIVA EN LAS RELACIONES DE CONSUMO,POR MEDIO DEL CUAL SE HABILITA EL USO DEL LLAMAMIENTO EN GARANTÍA EN LOS PROCESOS DE RESPONSABILIDAD OBJETIVA EN LAS RELACIONES DE CONSUMO,"['PIEDAD CORREAL RUBIANO', ' MARÍA DEL MAR PIZARRO GARCÍA', ' JOSÉ ALEJANDRO MARTÍNEZ SÁNCHEZ', ' GERMÁN ROGELIO ROZO ANÍS', ' DOLCEY OSCAR TORRES ROMERO', ' JOHN EDGAR PÉREZ ROJAS', ' LEONARDO DE JESÚS GALLEGO ARROYAVE', ' LUIS CARLOS OCHOA TOBÓN', ' OLGA BEATRIZ GONZÁLEZ CORREA', ' HERACLITO LANDINEZ SUÁREZ', ' JUAN SEBASTIÁN GÓMEZ GONZÁLES', ' HUGO ALFONSO ARCHILA SUÁREZ', ' HERNÁN DARÍO CADAVID MÁRQUEZ', ' DAVID ALEJANDRO TORO RAMÍREZ', ' LUIS EDUARDO DÍAZ MATEUS', ' GERSEL LUIS PÉREZ ALTAMIRANDA', ' JUAN DANIEL PEÑUELA CALVACHE', ' ANDRÉS FELIPE JIMÉNEZ VARGAS', ' JUAN MANUEL CORTÉS DUEÑAS', ' JOSÉ JAIME USCÁTEGUI PASTRANA', ' MÓNICA KARINA BOCANEGRA PANTOJA', ' FLORA PERDOMO ANDRADE', ' DAVID RICARDO RACERO MAYORCA', ' ALIRIO URIBE MUÑOZ', ' CARLOS ALBERTO CUENCA CHAUX', ' JUAN CARLOS WILLS OSPINA', ' YULIETH ANDREA SÁNCHEZ CARREÑO']",CÁMARA DE REPRESENTANTES,04 Octubre 2023,TERCERA,PENDIENTE DISCUTIR PONENCIA PARA PRIMER DEBATE EN SENADO,,ECONOMIA,https://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2023-2024/article/268,2022 - 2026,2023 - 2024
269 24,,POR MEDIO LA CUAL SE ADOPTAN MEDIDAS PARA EVITAR QUE LÍNEAS DE TELEFONÍA MÓVIL Y PRODUCTOS FINANCIEROS SEAN UTILIZADOS COMO MEDIO PARA LA COMISIÓN DE DELITOS SEGURIDAD Y CONFIANZA EN LÍNEAS MÓVILES Y EL SISTEMA FINANCIERO,POR MEDIO LA CUAL SE ADOPTAN MEDIDAS PARA EVITAR QUE LÍNEAS DE TELEFONÍA MÓVIL Y PRODUCTOS FINANCIEROS SEAN UTILIZADOS COMO MEDIO PARA LA COMISIÓN DE DELITOS SEGURIDAD Y CONFIANZA EN LÍNEAS MÓVILES Y EL SISTEMA FINANCIERO,"['JULIO ALBERTO ELÍAS VIDAL', ' PEDRO HERNANDO FLOREZ PORRAS', ' GUSTAVO ADOLFO MORENO HURTADO', ' JULIO ELÍAS CHAGUI FLOREZ.']",SENADO DE LA REPUBLICA,03 Abril 2024,SEXTA,PENDIENTE RENDIR PONENCIA PARA SEGUNDO DEBATE EN SENADO,,TECNOLOGIA,https://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2023-2024/article/269,2022 - 2026,2023 - 2024
270 24,272 22,"POR MEDIO DEL CUAL SE PROHÍBEN LOS ESFUERZOS DE CORRECCION Y O REPRESION DE ORIENTACIONSEXUAL DE IDENTIDAD Y EXPRESION DE GÉNERO ECOSIEG EN EL TERRITORIO NACIONAL Y SE PROMUEVE LA NO DISCRIMINACIÓN POR MOTIVOS DE ORIENTACIÓN SEXUAL, IDENTIDAD Y EXPRESIÓN DE GÉNERO EN LAS REDES DE SALUD MENTAL Y OTRAS INSTITUCIONES Y SE DICTAN OTRAS DISPOSICIONES",POR MEDIO DEL CUAL SE PROHÍBEN LOS ESFUERZOS DE CORRECCION Y O REPRESION DE ORIENTACIONSEXUAL DE IDENTIDAD Y EXPRESION DE GÉNERO ECOSIEG EN EL TERRITORIO NACIONAL Y SE PROMUEVE LA NO DISCRIMINACIÓN POR MOTIVOS DE ORIENTACIÓN SEXUAL,"['ANGÉLICA LISBETH LOZANO CORREA', ' EFRAÍN JOSÉ CEPEDA SARABIA', ' MARÍA JOSÉ PIZARRO RODRÍGUEZ', ' MARTHA ISABEL PERALTA EPIEYU', ' GLORIA INÉS FLÓREZ SCHNEIDER', ' IVÁN CEPEDA CASTRO', ' YULY ESMERALDA HERNÁNDEZ SILVA', ' DAVID ANDRÉS LUNA SÁNCHEZ', ' JULIÁN GALLO CUBILLOS', ' JULIO ELÍAS CHAGUI FLÓREZ', ' EDWING FABIÁN DÍAZ PLATA', ' SOR BERENICE BEDOYA PÉREZ', ' INTI RAÚL ASPRILLA REYES', ' ANDREA PADILLA VILLARRAGA', ' CAROLINA GIRALDO BOTERO', ' ETNA TAMARA ARGOTE CALDERÓN', ' JORGE ANDRÉS CANCIMANCE LÓPEZ', ' JUAN CARLOS LOZADA VARGAS', ' MARÍA DEL MAR PIZARRO GARCÍA', ' ALEJANDRO GARCÍA RÍOS', ' SUSANA GÓMEZ CASTAÑO', ' JENNIFER DALLEY PEDRAZA SANDOVAL', ' DANIEL CARVALHO MEJÍA', ' GLORIA LILIANA RODRÍGUEZ VALENCIA', ' AGMETH JOSÉ ESCAF TIJERINO', ' GERMÁN JOSÉ GÓMEZ LÓPEZ', ' MARTHA LISBETH ALFONSO JURADO', ' LUVI KATHERINE MIRANDA PEÑA', ' CATHERINE JUVINAO CLAVIJO', ' DUVALIER SÁNCHEZ ARANGO', ' JUAN CAMILO LONDOÑO BARRERA', ' EDUARD GIOVANNY SARMIENTO HIDALGO', ' OLGA BEATRIZ GONZÁLEZ CORREA', ' DIEGO PATIÑO AMARILES', ' ELIZABETH JAY PANG DÍAZ', ' LEIDER ALEXANDRA VÁSQUEZ OCHOA', ' ANÍBAL GUSTAVO HOYOS FRANCO', ' JULIÁN PEINADO RAMÍREZ', ' CRISTIAN DANILO AVENDAÑO FINO', ' MARÍA EUGENIA LOPERA MONSALVE', ' MARÍA FERNANDA CARRASCAL ROJAS']",CÁMARA DE REPRESENTANTES,03 Noviembre 2022,PRIMERA,ARCHIVADO,,JURIDICO,https://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2023-2024/article/270,2022 - 2026,2023 - 2024
271 24,,POR LA CUAL SE EXPIDE EL CÓDIGO DE ÉTICA PARA EL EJERCICIO DE LA QUÍMICA FARMACÉUTICA EN COLOMBIA Y SE DICTAN OTRAS DISPOSICIONES,EXPIDE EL CÓDIGO DE ÉTICA PARA EL EJERCICIO DE LA QUÍMICA FARMACÉUTICA EN COLOMBIA Y SE DICTAN OTRAS DISPOSICIONES,['PEDRO HERNANDO FLÓREZ PORRAS'],SENADO DE LA REPUBLICA,10 Abril 2024,SEXTA,PENDIENTE DISCUTIR PONENCIA PARA SEGUNDO DEBATE EN SENADO,,JUDICIAL,https://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2023-2024/article/271,2022 - 2026,2023 - 2024
272 24,031 23 Acum 038 23,"POR LA CUAL SE ADOPTAN MEDIDAS TENDIENTES A PROTEGER INTEGRALMENTE A NIÑOS, NIÑAS ADOLESCENTES Y JOVENES EN CONDICIÓN DE VULNERABILIDAD POR LA PERDIDA DE SU MADRE O CUIDADORA POR FEMINICIDIO, SE MODIFICA PARCIALMENTE LA LEY 1098 DE 2006 Y SE DICTAN OTRAS DISPOSICIONES",ADOPTAN MEDIDAS TENDIENTES A PROTEGER INTEGRALMENTE A NIÑOS,"['NADYA GEORGETTE BLEL SCAF', ' LILIANA ESTHER BITAR CASTILLA JULIANA ARAY FRANCO', ' ERIKA TATIANA SÁNCHEZ PINTO', ' BETSY JUDITH PÉREZ ARANGO', ' DELCY ESPERANZA ISAZA BUENAVENTURA', ' PEDRO BARACUTAO GARCÍA OSPINA']",CÁMARA DE REPRESENTANTES,25 Julio 2023,PRIMERA,PENDIENTE RENDIR PONENCIA PARA PRIMER DEBATE EN SENADO,,FEMINICIDIO,https://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2023-2024/article/272,2022 - 2026,2023 - 2024
273 24,157 23,"POR MEDIO DE LA CUAL SE PROMUEVE UNA CULTURA DE APERTURA DE LA INFORMACIÓN, TRANSPARENCIA Y DIÁLOGO ENTRE EL CONGRESO DE LA REPÚBLICA Y LA CIUDADANÍA, SE ESTABLECEN MECANISMOS PARA INFORMAR, EXPLICAR Y DAR A CONOCER LA GESTIÓN DE LOS CONGRESISTAS, Y SE DICTAN OTRAS DISPOSICIONES",PROMUEVE UNA CULTURA DE APERTURA DE LA INFORMACIÓN,"['GERMÁN ALCIDES BLANCO ÁLVAREZ', ' ANGÉLICA LISBETH LOZANO CORREA', ' DAVID ANDRÉS LUNA SÁNCHEZ', ' DAVID RICARDO RACERO MAYORCA', ' CATHERINE JUVINAO CLAVIJO', ' JULIO CÉSAR TRIANA QUINTERO', ' ANDRÉS DAVID CALLE AGUAS', ' ALEJANDRO GARCÍA RÍOS', ' DANIEL CARVALHO MEJÍA', ' CAROLINA GIRALDO BOTERO', ' DUVALIER SÁNCHEZ ARANGO', ' ELKIN RODOLFO OSPINA OSPINA', ' WILDER IBERSON ESCOBAR ORTIZ', ' JUAN SEBASTIÁN GÓMEZ GONZÁLES', ' CRISTIAN DANILO AVENDAÑO FINO']",CÁMARA DE REPRESENTANTES,23 Agosto 2023,PRIMERA,PENDIENTE ENVIAR A SANCIÓN,,JURIDICO,https://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2023-2024/article/273,2022 - 2026,2023 - 2024
