,number,title,Autores,type_bill,year,period,state_bill,authors_positions,authors_count
428,PL122-23,PL 122-23 Plantas de Beneficio Animal,['ESMERALDA HERNÁNDEZ SILVA y PEDRO HERNANDO FLÓREZ PORRAS'],Proyecto de ley,2023-2024,2022 - 2026,pendiente,1.0,2.0
429,PL121-23,PL 121-23 Derecho al Trabajo,"['HONORIO MIGUEL HENRIQUEZ PINEDO', 'CIRO RAMÍREZ CORTÉS', 'PALOMA VALENCIA LASERNA', 'ESTEBAN QUINTERO CARDONA', 'CARLOS MEISSEL VERGARA', 'PAOLA ANDREA HOLGUIN MORENO', 'ANDRES GUERRA HOYOS.']",Proyecto de ley,2023-2024,2022 - 2026,archivado,-1.0,7.0
430,PL120-23,PL 120-23 Pereira,['CAROLINA GIRALDO BOTERO'],Proyecto de ley,2023-2024,2022 - 2026,archivado,1.0,1.0
431,PL115-23,PL 115-23 Sistema Seguridad Social Juntas Acción Comunal,"['ANA PAOLA AGUDELO GARCÍA', 'MANUEL VIRGUEZ PIRAQUIVE', 'CARLOS EDUARDO GUEVARA VILLABÓN', 'IRMA LUZ HERRERA RODRÍGUEZ']",Proyecto de ley,2023-2024,2022 - 2026,pendiente,-1.0,4.0
432,PL114-23,PL 114-23 Pueblos Indigenas,"['AIDA QUILCUE VIVAS', 'POLIVIO LEANDRO ROSALES', 'MARTHA ISABEL PERALTA EPIEYÚ', 'NORMAN DAVID BAÑOL ÁLVAREZ', 'ERMES EVELIO PETE VIVAS', 'JAVIER ALEXANDER SÁNCHEZ REYES', 'DAVID ALEJANDRO TORO RAMÍREZ', 'ETNA TAMARA ARGOTE CALDERÓN', 'SUSANA GÓMEZ CASTAÑO', 'GABRIEL ERNESTO PARRADO DURÁN', 'JORGE BASTIDAS ROSERO', 'MARY ANNE ANDREA PERDOMO']",Proyecto de ley,2023-2024,2022 - 2026,archivado,0.8333333333333334,12.0
433,PL113-23,PL 113-23 Reducción del Riesgo Descargar ,['GUSTAVO MORENO HURTADO'],Proyecto de ley,2023-2024,2022 - 2026,archivado,1.0,1.0
434,PL112-23,PL 112-23 Turismo,"['JULIO ALBERTO ELÍAS VIDAL', 'PEDRO HERNANDO FLÓREZ PORRAS', 'ALEX XAVIER FLOREZ HERNÁNDEZ', 'SANDRA JAIMES CRUZ', 'GUIDO ECHEVERRI PIEDRAHITA']",Proyecto de ley,2023-2024,2022 - 2026,pendiente,0.8,5.0
435,PL111-23,PL 111-23 Bicicletas y Patinetas,['JULIO ALBERTO ELÍAS VIDAL'],Proyecto de ley,2023-2024,2022 - 2026,pendiente,0.0,1.0
436,PL110-23,PL 110-23 Sistema Seguridad Social en salud,"['HONORIO MIGUEL HENRÍQUEZ PINEDO', 'CARLOS MEISEL VERGARA', 'ANDRÉS GUERRA HOYOS', 'ESTEBAN QUINTERO CARDONA', 'ENRIQUE CABRALES BAQUERO', 'MARÍA FERNANDA CABAL MOLINA', 'CIRO RAMÍREZ CORTÉS', 'JOSÉ VICENTE CARREÑO CASTRO', 'ALIRIO BARRERA RODRÍGUEZ', 'OSCAR VILLAMIZAR MENESES.']",Proyecto de ley,2023-2024,2022 - 2026,archivado,-1.0,10.0
437,PL109-23,PL 109-23 Contratación Plataformas Digitales,"['HONORIO MIGUEL HENRÍQUEZ PINEDO', 'CARLOS MEISEL VERGARA', 'ANDRÉS GUERRA HOYOS', 'ESTEBAN QUINTERO CARDONA', 'ENRIQUE CABRALES BAQUERO', 'JOSÉ VICENTE CARREÑO CASTRO', 'MARÍA FERNANDA CABAL MOLINA', 'CIRO RAMÍREZ CORTÉS', 'ALIRIO BARRERA RODRÍGUEZ', 'OSCAR VILLAMIZAR MENESES.']",Proyecto de ley,2023-2024,2022 - 2026,archivado,-1.0,10.0
438,PL108-23,PL 108-23 Estampilla La Vorágine,"['CARLOS JULIO GONZÁLEZ VILLA;', 'JULIO CÉSAR TRIANA QUINTERO', 'LEYLA MARLENY RINCÓN', 'FLORA PERDOMO ANDRADE', 'JORGE DILSON MURCIA OLAYA.']",Proyecto de ley,2023-2024,2022 - 2026,pendiente,-0.4,5.0
439,PL107-23,PL 107-23 Fomento del Deporte,"['MARCOS DANIEL PINEDA', 'NADIA BLEL SCAFF', 'JOSÉ ALFREDO MARÍN LOZANO', 'NICOLÁS ALBEIRO ECHEVERRY ALVARÁN', 'OSCAR BARRETO QUIROGA', 'LILIANA BENAVIDES SOLARTE', 'EFRAIN CEPEDA SARABIA', 'LILIANA BITAR CASTILLA', 'JUAN SAMY MERHEG MARUN', 'MAURICIO GIRALDO HERNÁNDEZ', 'GERMÁN BLANCO ÁLVAREZ', 'OSCAR BARRETO QUIROGA', 'MIGUEL BARRETO CASTILLO', 'LUIS EDUARDO DÍAZ MATEUS', 'DELCY ISAZA BUENAVENTURA', 'JUAN CARLOS WILLS', 'ARMANDO ZABARAIN D’ARCE', 'LUIS SUÁREZ CHADID', 'JULIANA ARAY FRANCO', 'LIBARDO CRUZ CASADO', 'JUAN PEÑUELA CALVACHE', 'ALFREDO APE CUELLO', 'LUIS LÓPEZ ARISTIZABAL', 'INGRID SOGAMOSO ALFONSO', 'ANGELA VERGARA GONZÁLEZ', 'JUAN LORETO GÓMEZ SOTO', 'y otras firmas ilegibles']",Proyecto de ley,2023-2024,2022 - 2026,pendiente,-0.038461538461538464,26.0
440,PL106-23,PL 106-23 Insolvencia Empresaria,"['MAURICIO GÓMEZ AMÍN', 'JUAN CARLOS GARCÉS', 'IMELDA DAZA COTES', 'EFRAÍN CEPEDA', 'KARINA ESPINOSA OLIVER', 'JAIRO CASTELLANOS SERRANO', 'ANA CAROLINA ESPITIA JEREZ', 'CIRO ALEJANDRO RAMÍREZ CORTÉS', 'JOSÉ ALFREDO GNECCO ZULETA']",Proyecto de ley,2023-2024,2022 - 2026,objetado,0.3333333333333333,9.0
441,PL105-23,PL 105-23 Licencia de Maternidad,"['DAVID LUNA SÁNCHEZ', 'PALOMA VALENCIA LASERNA', 'ANDREA PADILLA VILLARRAGA', 'LORENA RIOS CUELLAR', 'YENNY ROZO ZAMBRANO', 'ANA MARÍA CASTAÑEDA', 'MARÍA JOSÉ PIZARRO RODRÍGUEZ', 'MARÍA FERNANDA CABAL MOLINA', 'CLARA LÓPEZ OBREGÓN', 'CATHERINE JUVINAO CLAVIJO', 'MARIA FERNANDA CARRASCAL', 'PIEDAD CORREAL RUBIANO', 'KARYME ADRANA COTES MARTÍNEZ', 'SANDRA BIBIANA ARISTIZABAL SALEG', 'LINA MARÍA GARRIDO MARTIN', 'ADRIANA CAROLINA ARBELÁEZ GIRALDO', 'JEZMI LIZETH BARRAZA ARRAUT', 'YENICA ACOSTA INFANTE', 'JENNIFER PEDRAZA SANDOVAL']",Proyecto de ley,2023-2024,2022 - 2026,conciliación,-0.15789473684210525,19.0
442,PL104-23,PL 104-23 Ley Cero Violencia,['KARINA ESPINOSA OLIVER'],Proyecto de ley,2023-2024,2022 - 2026,archivado,0.0,1.0
443,PL103-23,PL 103-23 Servicio Social,"['KARINA ESPINOSA OLIVER', 'MAURICIO GIRALDO HERNANDEZ', 'BEATRIZ LORENA RIOS CUELLAR.']",Proyecto de ley,2023-2024,2022 - 2026,archivado,-0.3333333333333333,3.0
444,PL102-23,PL 102-23 Código de Comercio,['KARINA ESPINOSA OLIVER'],Proyecto de ley,2023-2024,2022 - 2026,archivado,0.0,1.0
445,PL101-23,PL 101-23 Lavado Verde,['PEDRO HERNANDO FLÓREZ PORRAS'],Proyecto de ley,2023-2024,2022 - 2026,archivado,1.0,1.0
446,PL100-23,PL 100-23 Bicentenario Universidad Cartagena,['PEDRO HERNANDO FLÓREZ PORRAS'],Proyecto de ley,2023-2024,2022 - 2026,pendiente,1.0,1.0
447,PL099-23,PL 099-23 Código Extinción de Dominio,['ENRIQUE CABRALES BAQUERO'],Proyecto de ley,2023-2024,2022 - 2026,archivado,-1.0,1.0
448,PL098-23,PL 098-23 Transporte Escolar,['ENRIQUE CABRALES BAQUERO'],Proyecto de ley,2023-2024,2022 - 2026,archivado,-1.0,1.0
449,PL097-23,PL 097-23 Responsabilidad Fiscal,['ENRIQUE CABRALES BAQUERO'],Proyecto de ley,2023-2024,2022 - 2026,pendiente,-1.0,1.0
450,PL096-23,PL 096-23 Comparendos,"['ARIEL FERNANDO AVILA MARTÍNEZ', 'GERMAN BLANCO ÁLVAREZ', 'ALEJANDRO VEGA PÉREZ', 'ANGELICA LOZANO CORREA', 'JULIA MIRANDA LONDOÑO', 'DUVALIER SANCHEZ ARANGO y otra firma ilegible.']",Proyecto de ley,2023-2024,2022 - 2026,pendiente,0.5,6.0
451,PL095-23,PL 095-23 Contratación Estatal,"['ANGELICA LOZANO CORREA', 'ARIEL FERNANDO AVILA MARTÍNEZ', 'JULIA MIRANDA LONDOÑO y otra firma ilegible']",Proyecto de ley,2023-2024,2022 - 2026,pendiente,0.6666666666666666,3.0
452,PL094-23,PL 094-23 Vivienda Rural,"['DAVID ANDRES LUNA SANCHEZ', 'MARTHA PERALTA EPIEYU']",Proyecto de ley,2023-2024,2022 - 2026,pendiente,0.0,2.0
453,PL093-23,PL 093-23 Servicios Aereos,['ALEX FLOREZ HERNANDEZ'],Proyecto de ley,2023-2024,2022 - 2026,pendiente,1.0,1.0
454,PL092-23,PL 092-23 Microorganismos Multirresistentes,"['PEDRO HERNANDO FLOREZ PORRAS', 'SANDRA RAMIREZ LOBO SILVA', 'SANDRA YANETH JAIMES CRUZ', 'LORENA RIOS CUELLAR', 'JULIO ALBERTO ELIAS VIDAL', 'GUSTAVO ADOLFO MORENO HURTADO']",Proyecto de ley,2023-2024,2022 - 2026,pendiente,0.5,6.0
455,PL091-23,PL 091-23 Inteligencia Artificial,"['PEDRO HERNANDO FLÓREZ PORRAS', 'SANDRA RAMÍREZ LOBO SILVA', 'SANDRA YANETH JAIMES CRUZ', 'JULIO ALBERTO ELÍAS VIDAL', 'SOLEDAD TAMAYO TAMAYO', 'GUSTAVO ADOLFO MORENO HURTADO.']",Proyecto de ley,2023-2024,2022 - 2026,pendiente,0.6666666666666666,6.0
456,PL090-23,PL 090-23 Peajes,['ALEX FLÓREZ HERNÁNDEZ'],Proyecto de ley,2023-2024,2022 - 2026,pendiente,1.0,1.0
457,PL089-23,PL 089-23 Victimas Sector Religioso,"['LORENA RIOS CUELLAR', 'GLORIA FLÓREZ SCHNEIDER', 'LAURA FORTICH SÁNCHEZ', 'ARIEL AVILA MARTÍNEZ', 'KARINA ESPINOSA OLIVER', 'FABIO RAÚL AMIN SALEME', 'GUSTAVO MORENO HURTADO', 'WILLIAM ALJURE MARTINEZ', 'GERMÁN GÓMEZ LÓPEZ.']",Proyecto de ley,2023-2024,2022 - 2026,archivado,0.4444444444444444,9.0
458,PL087-23,PL 087-23 Estudio de la Constitución,"['JOSUE ALIRIO BARRERA RODRIGUEZ', 'MARIA FERNANDA CABAL MOLINA', 'ESTEBAN QUINTERO CARDONA', 'GERMAN BLANCO ÁLVAREZ', 'PAOLA HOLGUIN MORENO', 'YENNY ROZO ZAMBRANO', 'JOSÉ VICENTE CARREÑO CASTRO', 'JOSÉ ALFREDO MARÍN LOZANO', 'HONORIO HENRIQUEZ PINEDO', 'PEDRO FLÓREZ PORRAS', 'ANDRES GUERRA HOYOS', 'FABIAN DIAZ PLATA', 'NADIA BLEL SCAFF', 'CARLOS MEISEL VERGARA', 'INTI RAUL ASPRILLA', 'MARCOS DANIEL PINEDA.']",Proyecto de ley,2023-2024,2022 - 2026,archivado,-0.375,16.0
459,PL086-23,PL 086-23 Seguridad Social en Salud,"['PALOMA VALENCIA LASERNA', 'ESTEBAN QUINTERO CARDONA', 'JOSÉ VICENTE CARREÑO CASTRO', 'PAOLA HOLGUIN MORENO', 'CIRO ALEJANDRO RAMIREZ CORTES', 'ANDRÉS GUERRA HOYOS', 'MIGUEL URIBE TURBAY', 'JOSUE ALIRIO BARRERA RODRIGUEZ', 'CARLOS MANUEL MEISSEL VERGARA', 'ENRIQUE CABRALES BAQUERO', 'MARIA FERNANDA CABAL MOLINA', 'YENICA SUJEIN ACOSTA INFANTE', 'CRISTIAN GARCÉS ALJURE', 'OLMES ECHEVERRIA DE LA ROSA', 'JUAN ESPINAL RAMIREZ', 'OSCAR DARIO PÉREZ PINEDA', 'HERNAN DARIO CADAVID MARQUEZ', 'HUGO DANILO LOZANO PIMIENTO', 'EDISON VLADIMIR OLAYA MANCIPE', 'EDUAR ALEXIS TRIANA RINCON', 'JOSE JAIME USCATEGUI PASTRANA', 'EDWARD OSORIO AGUIAR.']",Proyecto de ley,2023-2024,2022 - 2026,archivado,-1.0,22.0
460,PL085-23,PL 085-23 Economía Circular,"['Honorables Senadores Miguel Ángel Barreto Castillo', 'Jaime Enrique Durán Barrera', 'Inti Raúl Asprilla Reyes', 'Andrés Felipe Guerra Hoyos', 'José David Name Cardozo', 'Andrea Padilla Villarraga', 'Nicolás Albeiro Echeverry Alvarán', 'Angélica Lozano Correa', 'Miguel Uribe Turbay', 'Gustavo Moreno Hurtado', 'Jairo Castellanos Serrano', 'Alfredo Deluque Zuleta', 'Alejandro Vega Pérez', 'Juan Pablo Gallo Maya y Marcos Daniel Pineda García\r\nHonorables Representantes Ingrid Sogamoso Alfonso', 'Julia Miranda Londoño', 'Wilmer Castellanos Hernández', 'Andrés Forero Molina', 'Nicolás Barguil Cubillos', 'Liliana Rodríguez Valencia', 'Daniel Carvalho Mejía', 'Juan Felipe Corzo Álvarez', 'Carlos Felipe Quintero', 'Oscar Leonardo Villamizar y Alejandro García Ríos.']",Proyecto de ley,2023-2024,2022 - 2026,pendiente,0.11538461538461539,26.0
461,PL084-23,PL 084-23 Comision Protección Infancia,"['LORENA RIOS CUELLAR', 'ESTEBAN QUINTERO CARDONA', 'KARINA ESPINOSA OLIVER', 'PAOLA HOLGUÍN MORENO', 'SOLEDAD TAMAYO TAMAYO   ERIKA SÁNCHEZ PINTO', 'JULIAN PEINADO RAMIREZ', 'JEZMI LIZETH BARRAZA ARRAUT', 'JUAN DIEGO MUÑÓZ CABRERA', 'WILMER CASTELLANOS HERNANDEZ', 'ALEXANDER GUARIN SILVA', 'DELCY ISAZA BUENAVENTURA', 'NORMAN DAVID BAÑOL ALVAREZ', 'JOSÉ JAIME USCÁTEGUI', 'HUGO ALFONSO ARCHILA SUÁREZ', 'IRMA LUZ HERRERA RODRIGUEZ', 'MONICA KARINA BOCANEGRA PANTOJA.']",Proyecto de ley,2023-2024,2022 - 2026,pendiente,-0.1875,16.0
462,PL083-23,PL 083-23 Entornos Digitales Seguros,"['SOLEDAD TAMAYO TAMAYO', 'LORENA RIOS CUELLAR', 'KARINA ESPINOSA OLIVER', 'ESTEBAN QUINTERO CARDONA', 'HUGO ALFONSO ARCHILA SUÁREZ', 'ERIKA SÁNCHEZ PINTO', 'MONICA KARINA BOCANEGRA PANTOJA', 'EDINSON VLADIMIR OLAYA MANCIPE.']",Proyecto de ley,2023-2024,2022 - 2026,pendiente,-0.5,8.0
463,PL082-23,PL 082-23 Visitas de Niños,"['LORENA RIOS CUELLAR', 'SOLEDAD TAMAYO TAMAYO', 'KARINA ESPINOSA OLIVER', 'ESTEBAN QUINTERO CARDONA', 'HUGO ALFONSO ARCHILA SUÁREZ', 'ERIKA SÁNCHEZ PINTO', 'MONICA KARINA BOCANEGRA PANTOJA', 'EDINSON VLADIMIR OLAYA MANCIPE.']",Proyecto de ley,2023-2024,2022 - 2026,pendiente,-0.5,8.0
464,PL081-23,PL 081-23 Programa Acompañamiento Egresado,"['LORENA RIOS CUELLAR', 'SOLEDAD TAMAYO TAMAYO', 'KARINA ESPINOSA OLIVER', 'ESTEBAN QUINTERO CARDONA', 'HUGO ALFONSO ARCHILA SUÁREZ', 'ERIKA SÁNCHEZ PINTO', 'MONICA KARINA BOCANEGRA PANTOJA', 'EDINSON VLADIMIR OLAYA MANCIPE']",Proyecto de ley,2023-2024,2022 - 2026,pendiente,-0.5,8.0
465,PL077-23,PL 077-23 Peajes,"['ROBERT DAZA GUEVARA', 'SANDRA YANETH JAIMES CRUZ', 'JONATHAN PULIDO HERNANDEZ', 'JAEL QUIROGA CARRILLO', 'CARLOS ALBERTO BENAVIDES MORA', 'SANDRA RAMIRES LOBO SILVA', 'JULIO ALBERTO ELÍAS VIDAL', 'CLARA LÓPEZ OBREGÓN', 'SOLEDAD TAMAYO TAMAYO', 'MARY ANNE ANDREA PERDOMO', 'JORGE HERNAN BASTIDAS ROSERO', 'PEDRO JOSÉ SUAREZ VACCA', 'ALIRIO URIBE MUÑÓZ', 'EDUARD SARMIENTO HIDALGO']",Proyecto de ley,2023-2024,2022 - 2026,archivado,0.8571428571428571,14.0
466,PL076-23,PL 076-23 Educación para la Paz,"['ROBERT DAZA GUEVARA', 'JAEL QUIROGA CARRILLO', 'AIDA MARINA QUILCUÉ VIVAS', 'GLORIA INÉS FLÓREZ SCHNEIDER', 'EDUARD SARMIENTO HIDALGO.']",Proyecto de ley,2023-2024,2022 - 2026,pendiente,1.0,5.0
467,PL075-23,PL 075-23 Contratos de Exclusividad,"['ROBERT DAZA GUEVARA', 'CARLOS ALBERTO BENAVIDES MORA', 'JULIO ALBERTO ELÍAS VIDAL', 'EDUARD SARMIENTO HIDALGO']",Proyecto de ley,2023-2024,2022 - 2026,archivado,0.75,4.0
468,PL074-23,PL 074-23 Pauta Publicitaria,"['SANDRA YANETH JAIMES CRUZ', 'JULIO ALBERTO ELÍAS VIDAL', 'ROBERT DAZA GUEVARA', 'JOHN JAIRO ROLDÁN AVENDAÑO', 'CATALINA DEL SOCORRO PÉREZ PÉREZ', 'JULIO CESAR ESTRADA CORDERO', 'ALEX FLOREZ HERNÁNDEZ', 'CLARA LÓPEZ OBREGÓN.']",Proyecto de ley,2023-2024,2022 - 2026,pendiente,0.75,8.0
469,PL073-23,PL 073-23 Programa Leo,"['SANDRA YANETH JAIMES CRUZ', 'JULIO ALBERTO ELÍAS VIDAL', 'SANDRA RAMÍREZ LOBO SILVA', 'ROBERT DAZA GUEVARA', 'JOHN JAIRO ROLDÁN AVENDAÑO', 'JULIO CESAR ESTRADA CORDERO', 'ALEX FLOREZ HERNÁNDEZ', 'PEDRO HERNANDO FLÓREZ PORRAS', 'CLARA LÓPEZ OBREGÓN', 'PIEDAD CÓRDOBA RUÍZ', 'CATALINA DEL SOCORRO PÉREZ PÉREZ', 'SOLEDAD TAMAYO TAMAYO.']",Proyecto de ley,2023-2024,2022 - 2026,pendiente,0.75,12.0
470,PL072-23,PL 072-23 Tramites Transito Terrestre,"['SANDRA YANETH JAIMES CRUZ', 'JULIO ALBERTO ELÍAS VIDAL', 'SANDRA RAMÍREZ LOBO SILVA', 'ROBERT DAZA GUEVARA', 'JOHN JAIRO ROLDÁN AVENDAÑO', 'JULIO CESAR ESTRADA CORDERO', 'ALEX FLOREZ HERNÁNDEZ', 'PEDRO HERNANDO FLÓREZ PORRAS', 'CLARA LÓPEZ OBREGÓN', 'PIEDAD CÓRDOBA RUÍZ']",Proyecto de ley,2023-2024,2022 - 2026,pendiente,0.8,10.0
471,PL071-23,PL 071-23 Atención al Ciudadano,"['SANDRA YANETH JAIMES CRUZ', 'JULIO ALBERTO ELÍAS VIDAL', 'SANDRA RAMÍREZ LOBO SILVA', 'ROBERT DAZA GUEVARA', 'JOHN JAIRO ROLDÁN AVENDAÑO', 'PEDRO HERNANDO FLÓREZ PORRAS', 'JULIO CESAR ESTRADA CORDERO', 'CLARA LÓPEZ OBREGÓN', 'PIEDAD CÓRDOBA RUÍZ.']",Proyecto de ley,2023-2024,2022 - 2026,archivado,0.7777777777777778,9.0
472,PL070-23,PL 070-23 Abuso Sexual Infantil,"['SANDRA YANETH JAIMES CRUZ', 'JULIO ALBERTO ELÍAS VIDAL', 'SANDRA RAMÍREZ LOBO SILVA', 'ROBERT DAZA GUEVARA', 'JOHN JAIRO ROLDÁN AVENDAÑO', 'CATALINA DEL SOCORRO PEREZ PEREZ', 'JULIO CESAR ESTRADA CORDERO', 'ALEX FLÓREZ HERNANDEZ', 'PEDRO HERNANDO FLÓREZ PORRAS', 'CLARA LÓPEZ OBREGÓN', 'PIEDAD CÓRDOBA RUÍZ.']",Proyecto de ley,2023-2024,2022 - 2026,archivado,0.8181818181818182,11.0
473,PL069-23,PL 069-23 Concejales,"['GERMÁN BLANCO ÁLVAREZ', 'FABIO RAUL AMIN SALEME', 'SAMY MERHEG MARUN', 'SOLEDAD TAMAYO TAMAYO', 'JORGE BENEDETTI MARTELO', 'JULIO ELIAS CHAGUI', 'EFRAIN CEPEDA SARABIA', 'MAURICIO GIRALDO HERNÁNDEZ', 'JUAN DAVID PEÑUELA.']",Proyecto de ley,2023-2024,2022 - 2026,pendiente,-0.1111111111111111,9.0
474,PL068-23,PL 068-23 Ley Niños No Experimento,"['OSCAR MAURICIO GIRALDO HERNÁNDEZ', 'KARINA ESPINOSA OLIVER', 'GERMÁN BLANCO ÁLVAREZ', 'LUIS MIGUEL LÓPEZ ARISTIZABAL', 'JOSÉ JAIME USCÁTEGUI PASTRANA', 'YENICA SUGEIN ACOSTA INFANTE', 'MIGUEL ABRAHAM POLO POLO', 'CHRISTIAN GARCÉS ALJURE', 'JULIANA ARAY FRANCO']",Proyecto de ley,2023-2024,2022 - 2026,archivado,-0.2222222222222222,9.0
475,PL067-23,PL 067-23 Empresa Familiar,"['OSCAR MAURICIO GIRALDO HERNÁNDEZ', 'LUIS MIGUEL LÓPEZ ARISTIZABAL.']",Proyecto de ley,2023-2024,2022 - 2026,pendiente,0.0,2.0
476,PL064-23,PL 064-23 Divorcio,"['DAVID LUNA SÁNCHEZ', 'KATHERINE MIRANDA PEÑA']",Proyecto de ley,2023-2024,2022 - 2026,pendiente,0.0,2.0
477,PL063-23,PL 063-23 Atención Salud Mental,"['LORENA RIOS CUELLAR', 'PEDRO FLOREZ PORRAS', 'ENRIQUE CABRALES BAQUERO', 'GUSTAVO MORENO HURTADO']",Proyecto de ley,2023-2024,2022 - 2026,pendiente,0.0,4.0
478,PL062-23,PL 062-23 Ley Gabriel Esteban,"['NADIA BLEL SCAFF', 'GERMAN BLANCO ÁLVAREZ', 'LILIANA BITAR CASTILLA', 'SOLEDAD TAMAYO TAMAYO', 'NICOLAS ALBEIRO ECHEVERRY', 'MIGUEL BARRETO CASTILLO', 'CLAUDIA PÉREZ GIRALDO', 'KARINA ESPINOSA OLIVER', 'ANA MARÍA CASTAÑEDA', 'BERENICE BEDOYA', 'ANGELICA LOZANO CORREA', 'EFRAIN CEPEDA SARABIA', 'CARLOS MARIO FARELO', 'DIDIER LOBO CHINCHILLA', 'HONORIO HENRIQUEZ PINEDO', 'JOSÉ ALFREDO MARÍN LOZANO', 'RUTH CAICEDO DE ENRIQUEZ', 'DELCY ESPERANZA ISAZA y otras firmas ilegibles.']",Proyecto de ley,2023-2024,2022 - 2026,pendiente,-0.11764705882352941,17.0
479,PL061-23,PL 061-23 Explotación Sexual Comercial,"['NADIA BLEL SCAFF', 'HONORIO MIGUEL HENRÍQUEZ', 'NORMA HURTADO SÁNCHEZ', 'SOLEDAD TAMAYO', 'MIGUEL ANGEL BARRETO', 'LORENA RIOS CUELLAR', 'NICOLAS ALBEIRO ECHVERRY', 'CLAUDIA PÉREZ GIRALDO', 'KARINA ESPINOSA OLIVER', 'BERENICE BEDOYA PÉREZ', 'ANA MARÍA CASTAÑEDA', 'MIGUEL ANGEL PINTO', 'MAURICIO GÓMEZ AMIN', 'LAURA FORTICH SÁNCHEZ', 'JONATHAN PULIDO HERNÁNDEZ', 'PEDRO FLÓREZ PORRAS', 'EFRAIN CEPEDA SARABIA', 'CARLOS MARIO FARELO', 'DIDIER LOBO CHINCHILLA', 'FABIAN DÍAZ PLATA', 'LILIANA BENAVIDES SOLARTE', 'JOSÉ ALFREDO MARÍN LOZANO', 'JUAN CARLOS GARCÉS ROJAS', 'LUIS MIGUEL LÓPEZ. y otras firmas ilegibles']",Proyecto de ley,2023-2024,2022 - 2026,pendiente,-0.041666666666666664,24.0
480,PL060-23,PL 060-23 PAE,"['ANTONIO JOSÉ CORREA JIMÉNEZ', 'JORGE ELIECER SALAZAR LÓPEZ', 'TERESA DE JESÚS ENRIQUEZ ROSERO', 'HERNANDO GUIDA PONCE']",Proyecto de ley,2023-2024,2022 - 2026,pendiente,0.0,4.0
481,PL059-23,PL 059-23 Inteligencia Artificial,"['JUAN DIEGO ECHAVARRÍA SÁNCHEZ', 'JUAN CARLOS GARCÉS ROJAS']",Proyecto de ley,2023-2024,2022 - 2026,pendiente,0.0,2.0
482,PL058-23,PL 058-23 Gobernanza Educación Superior Descargar ,"['JUAN DIEGO ECHAVARRÍA SÁNCHEZ', 'JUAN CARLOS GARCÉS ROJAS.']",Proyecto de ley,2023-2024,2022 - 2026,archivado,0.0,2.0
483,PL057-23,PL 057-23 Código General del Proceso,"['JUAN DIEGO ECHAVARRÍA SÁNCHEZ', 'JUAN CARLOS GARCÉS ROJAS.']",Proyecto de ley,2023-2024,2022 - 2026,pendiente,0.0,2.0
484,PL056-23,PL 056-23 - Humedales,"['ESMERALDA HERNANDEZ SILVA', 'CAROLINA GIRALDO BOTERO']",Proyecto de ley,2023-2024,2022 - 2026,pendiente,1.0,2.0
485,PL055-23,PL 055-23 - Política Salud Mental,"['ANA PAOLA AGUDELO GARCÍA', 'MANUEL VIRGUEZ PIRAQUIVE', 'CARLOS EDUARDO GUEVARA VILLABÓN', 'IRMA LUZ HERRERA RODRÍGUEZ.']",Proyecto de ley,2023-2024,2022 - 2026,pendiente,-1.0,4.0
486,PL054-23,PL 054-23 Capacitación Política,"['ANA PAOLA AGUDELO GARCÍA', 'MANUEL VIRGUEZ PIRAQUIVE', 'CARLOS EDUARDO GUEVARA VILLABÓN', 'H.R IRMA LUZ HERRERA RODRÍGUEZ']",Proyecto de ley,2023-2024,2022 - 2026,archivado,-1.0,4.0
487,PL053-23,PL 053-23 Huelga,"['MARÍA FERNANDA CABAL MOLINA', 'PALOMA VALENCIA LASERNA', 'CRISTIAN GARCÉS ALJURE', 'HERNAN DARÍO CADAVID MÁRQUEZ.']",Proyecto de ley,2023-2024,2022 - 2026,archivado,-1.0,4.0
